Oklahoma City Thunder,Kevin Durant,217px,-8,116px,null,159px,+10,6px,null,249px,+11,213px,+5,37px,null
Oklahoma City Thunder,Serge Ibaka,173px,-11,174px,null,150px,+8,0px,null,248px,+9,108px,null,105px,-2,38px,null
Oklahoma City Thunder,Reggie Jackson,118px,-18,242px,null,132px,+9,6px,null,217px,+8,139px,null,143px,-6
Oklahoma City Thunder,Kendrick Perkins,90px,-13,912px,null
Oklahoma City Thunder,Thabo Sefolosha,206px,-6,17px,null,26px,-1,249px,+14,0px,null,176px,+9,286px,null,36px,-4
Oklahoma City Thunder,Jeremy Lamb,96px,null,154px,+4,249px,+14,176px,null,73px,+2,250px,+1
Oklahoma City Thunder,Derek Fisher,122px,null,126px,+9,106px,+5,136px,null,6px,0,221px,null,28px,+3,98px,+7,152px,null
Oklahoma City Thunder,Nick Collison,179px,null,70px,+2,98px,+6,399px,null,1px,+2,98px,+7,152px,null
Oklahoma City Thunder,Perry Jones,212px,null,37px,-3,78px,+4,165px,null,6px,0,0px,null,249px,+11,249px,+1
Oklahoma City Thunder,Steven Adams,965px,null,37px,-4
Miami Heat,Shane Battier,195px,+8,165px,null,83px,-4,56px,null,113px,-9,386px,null
Miami Heat,Chris Bosh,173px,+11,141px,null,184px,-8,0px,null,176px,-9,73px,null,212px,-5,37px,null
Miami Heat,Mario Chalmers,173px,+11,187px,null,138px,-9,0px,null,144px,-9,32px,null,73px,-2,249px,null
Miami Heat,LeBron James,249px,+9,84px,null,164px,-10,0px,null,249px,-11,213px,-5,38px,null
Miami Heat,Dwyane Wade,167px,+13,81px,null,128px,-5,65px,null,55px,-5,0px,null,175px,-9,73px,null,127px,-3,123px,null
Miami Heat,Ray Allen,168px,null,81px,-4,78px,-4,50px,null,121px,-9,117px,null,132px,-2,212px,-5,36px,null
Miami Heat,Chris Andersen,179px,null,70px,-2,107px,-5,318px,null,73px,-2,75px,null,137px,+1,37px,null
Miami Heat,Norris Cole,179px,null,70px,-2,107px,-5,290px,null,101px,-2,67px,-6,65px,null,117px,+2
Miami Heat,Michael Beasley,205px,null,45px,+1,65px,-6,648px,null,36px,+4
Miami Heat,Toney Douglas,965px,null,37px,+4
Miami Heat,Udonis Haslem,965px,null,37px,+4
Miami Heat,Rashard Lewis,965px,null,37px,+4
