New York Knicks,Cole Aldrich,151px,+12,98px,null,103px,+4,146px,null,131px,-3,132px,null,141px,+6,94px,null
New York Knicks,Carmelo Anthony,238px,+14,115px,null,147px,+4,250px,-10,181px,+5,67px,null
New York Knicks,Raymond Felton,217px,+14,195px,null,87px,+3,243px,-10,257px,null
New York Knicks,Iman Shumpert,151px,+12,86px,null,12px,-2,200px,+7,49px,null,3px,-1,335px,null,65px,+4,94px,null
New York Knicks,J.R. Smith,250px,+12,162px,null,87px,+3,250px,-10,250px,null
New York Knicks,Tim Hardaway,151px,null,98px,0,155px,+5,52px,null,43px,+1,3px,null,246px,-9,248px,+14
New York Knicks,Jeremy Tyler,152px,null,78px,0,399px,null,118px,-7,14px,+3,142px,null,94px,+5
New York Knicks,Pablo Prigioni,217px,null,32px,-2,155px,+5,343px,null,1px,0,210px,+9,39px,null
New York Knicks,Earl Clark,236px,null,14px,0,249px,+8,249px,null,84px,+5,96px,null,69px,+9
New York Knicks,Shannon Brown,907px,null,95px,+5
New York Knicks,Toure' Murry,962px,null,40px,+5
Boston Celtics,Brandon Bass,217px,-14,149px,null,133px,-2,242px,+10,131px,null,67px,0,58px,null
Boston Celtics,Jerryd Bayless,217px,-14,90px,null,97px,-6,94px,null,133px,+4,116px,null,210px,-9,39px,null
Boston Celtics,Jeff Green,250px,-12,103px,null,147px,-4,250px,+10,210px,-9,38px,null
Boston Celtics,Kris Humphries,90px,-8,127px,null,32px,+2,116px,-6,133px,null,115px,+5,177px,null,74px,-2,131px,null
Boston Celtics,Phil Pressey,90px,-8,127px,null,32px,+2,249px,-8,249px,+10,138px,null,112px,-7
Boston Celtics,Chris Johnson,90px,null,159px,-4,58px,+1,104px,null,87px,-3,134px,null,115px,+6,138px,-7,71px,null,38px,-5
Boston Celtics,Jared Sullinger,90px,null,145px,-6,130px,null,94px,-3,160px,null,128px,+5,39px,-5,99px,null,110px,-7
Boston Celtics,Kelly Olynyk,237px,null,12px,+2,116px,-6,98px,null,35px,+1,248px,null,1px,0,138px,-7,57px,null,52px,-7
Boston Celtics,Chris Babb,250px,null,103px,-4,607px,null,40px,-5
