New Orleans Pelicans,Alexis Ajinca,156px,+3,233px,null,111px,-2,180px,+9,319px,null
New Orleans Pelicans,Al-Farouq Aminu,169px,+1,191px,null,125px,-7,12px,null,179px,+9,188px,null,127px,-2,0px,null,4px,0
New Orleans Pelicans,Anthony Davis,150px,+3,206px,null,5px,0,138px,null,46px,-2,244px,null,208px,0
New Orleans Pelicans,Eric Gordon,227px,+6,161px,null,111px,-2,235px,+9,133px,null,131px,0
New Orleans Pelicans,Brian Roberts,227px,+6,138px,null,134px,-4,235px,+9,67px,null,197px,+4
New Orleans Pelicans,Luke Babbitt,149px,null,98px,+3,2px,null,106px,-2,33px,null,110px,-2,46px,null,203px,+12,36px,-3,211px,null
New Orleans Pelicans,Greg Stiemsma,155px,null,91px,+3,2px,null,132px,-7,296px,null,69px,+1,119px,-3,121px,null,6px,0,3px,null
New Orleans Pelicans,Tyreke Evans,169px,null,78px,+5,2px,null,132px,-7,296px,null,69px,+1,240px,-5,6px,null,3px,+2
New Orleans Pelicans,Anthony Morrow,226px,null,20px,0,2px,null,132px,-7,104px,null,12px,0,238px,null,10px,+1,118px,-3,126px,null,0px,+2,4px,null
New Orleans Pelicans,Austin Rivers,227px,null,20px,0,2px,null,115px,-5,372px,null,10px,+1,53px,-7,197px,null
Milwaukee Bucks,Ersan Ilyasova,227px,-6,107px,null,165px,+7,180px,-9,167px,null,152px,-2
Milwaukee Bucks,Brandon Knight,248px,-6,70px,null,181px,+7,250px,-10,250px,+3
Milwaukee Bucks,Khris Middleton,155px,-3,71px,null,20px,0,2px,null,63px,+2,186px,null,249px,-10,119px,null,130px,0
Milwaukee Bucks,Zaza Pachulia,135px,-3,114px,null,249px,+9,146px,-4,103px,null,246px,+3,4px,null
Milwaukee Bucks,Nate Wolters,155px,-3,93px,null,169px,+8,79px,null,140px,-4,109px,null,119px,+3,30px,null,101px,0
Milwaukee Bucks,Miroslav Raduljica,135px,null,113px,-3,403px,null,98px,-6,250px,null
Milwaukee Bucks,Giannis Antetokounmpo,155px,null,91px,-3,2px,null,84px,+2,86px,null,78px,+1,179px,null,69px,-1,89px,+5,161px,null
Milwaukee Bucks,Gary Neal,155px,null,92px,-3,2px,null,249px,+9,146px,null,103px,-6,149px,+3,97px,null,2px,0
