Brooklyn Nets,Andray Blatche,135px,0,115px,null,77px,-7,173px,null,94px,-6,404px,null
Brooklyn Nets,Joe Johnson,197px,-5,130px,null,173px,-3,94px,-6,405px,null
Brooklyn Nets,Shaun Livingston,135px,0,115px,null,77px,-7,173px,null,94px,-6,404px,null
Brooklyn Nets,Paul Pierce,197px,-5,225px,null,78px,-2,94px,-6,405px,null
Brooklyn Nets,Deron Williams,249px,-13,78px,null,173px,-3,94px,-6,405px,null
Brooklyn Nets,Mason Plumlee,135px,null,113px,-13,78px,null,89px,-1,177px,null,154px,+6,1px,null,249px,+7
Brooklyn Nets,Jason Terry,135px,null,114px,-13,345px,null,155px,+6,1px,null,248px,+7
Brooklyn Nets,Andrei Kirilenko,197px,null,52px,-8,1px,null,77px,-7,672px,null
Brooklyn Nets,Mirza Teletovic,197px,null,52px,-8,1px,null,77px,-7,267px,null,154px,+6,249px,null
Brooklyn Nets,Alan Anderson,250px,null,250px,-10,94px,null,155px,+6,1px,null,248px,+7
Brooklyn Nets,Reggie Evans,327px,null,173px,-3,250px,null,250px,+7
Brooklyn Nets,Marquis Teague,594px,null,155px,+6,1px,null,250px,+7
Detroit Pistons,Andre Drummond,179px,+4,71px,null,201px,+8,48px,null,249px,0,58px,null,191px,0
Detroit Pistons,Brandon Jennings,248px,+13,117px,null,133px,+8,249px,0,81px,null,170px,0
Detroit Pistons,Greg Monroe,248px,+13,117px,null,133px,+8,149px,+1,100px,null,50px,-7,102px,null,51px,-4,45px,null
Detroit Pistons,Kyle Singler,196px,+5,191px,null,112px,+10,249px,0,1px,null,249px,-7
Detroit Pistons,Josh Smith,247px,+13,1px,null,26px,+5,90px,null,132px,+8,248px,0,1px,null,39px,-5,89px,null,24px,-2,96px,null
Detroit Pistons,Rodney Stuckey,183px,null,65px,+9,1px,null,131px,0,69px,null,48px,+2,149px,null,99px,-1,1px,null,248px,-7
Detroit Pistons,Kentavious Caldwell-Pope,197px,null,52px,+8,1px,null,110px,+2,639px,null
Detroit Pistons,Chauncey Billups,250px,null,110px,+2,389px,null,80px,-7,170px,null
Detroit Pistons,Jonas Jerebko,276px,null,84px,-3,435px,null,82px,0,76px,null,45px,+4
