Portland Trail Blazers,LaMarcus Aldridge,127px,+7,152px,null,173px,+4,172px,+4,54px,null,226px,-12,94px,-5
Portland Trail Blazers,Nicolas Batum,225px,+2,132px,null,94px,+4,172px,+4,54px,null,226px,-12,95px,-5
Portland Trail Blazers,Damian Lillard,185px,0,129px,null,137px,0,81px,+4,182px,null,188px,-9,25px,+3,70px,null
Portland Trail Blazers,Robin Lopez,127px,+7,127px,null,191px,+4,10px,null,213px,+4,152px,null,74px,-4,14px,null,79px,-5,8px,null
Portland Trail Blazers,Wesley Matthews,149px,+4,77px,null,126px,+1,58px,null,41px,+1,219px,+5,95px,null,138px,-13,93px,-5
Portland Trail Blazers,Meyers Leonard,132px,null,93px,-5,1px,null,53px,+1,721px,null
Portland Trail Blazers,Thomas Robinson,132px,null,93px,-5,1px,null,29px,+1,369px,null,47px,+1,7px,null,32px,-3,286px,null
Portland Trail Blazers,Mo Williams,148px,null,76px,-2,1px,null,183px,+4,37px,null,4px,0,86px,null,132px,+1,7px,null,138px,-5,80px,null,1px,-1,1px,null,4px,-2,25px,null,66px,-8
Portland Trail Blazers,C.J. McCollum,191px,null,33px,+2,1px,null,89px,+5,309px,null,47px,+1,7px,null,88px,+1,224px,null,6px,0
Houston Rockets,Patrick Beverley,149px,-4,197px,null,106px,-3,219px,-5,67px,null,166px,+12,39px,-3,54px,null
Houston Rockets,James Harden,214px,-4,99px,null,132px,0,10px,null,213px,-4,7px,null,220px,+10,2px,null,1px,+3,11px,null,85px,+5
Houston Rockets,Dwight Howard,60px,-9,195px,null,192px,-4,10px,null,214px,-4,76px,null,157px,+13,93px,+5
Houston Rockets,Terrence Jones,127px,-7,151px,null,132px,-3,46px,null,101px,-8,339px,null,1px,-1,1px,null,3px,0,94px,null
Houston Rockets,Chandler Parsons,181px,0,33px,null,10px,+2,1px,null,225px,-5,184px,-6,41px,null,220px,+10,2px,null,3px,+3,94px,+5
Houston Rockets,Omer Asik,66px,null,159px,+7,1px,null,29px,-1,156px,null,41px,-1,226px,null,69px,-1,249px,null
Houston Rockets,Donatas Motiejunas,132px,null,93px,+5,1px,null,53px,-1,721px,null
Houston Rockets,Jeremy Lin,148px,null,76px,+2,1px,null,119px,-2,102px,null,4px,0,106px,null,112px,+4,7px,null,225px,+12,94px,+5
Houston Rockets,Jordan Hamilton,184px,null,40px,-2,1px,null,88px,-5,132px,null,4px,0,184px,null,34px,+1,7px,null,60px,0,160px,null,1px,-1,48px,null,48px,+8
