Golden State Warriors,Andrew Bogut,201px,+9,166px,null,129px,+10,3px,null,161px,+7,338px,null
Golden State Warriors,Stephen Curry,221px,+9,161px,null,113px,+12,3px,null,110px,+7,390px,null
Golden State Warriors,Andre Iguodala,201px,+9,173px,null,122px,+10,3px,null,150px,+7,349px,null
Golden State Warriors,David Lee,201px,+9,166px,null,117px,+9,15px,null,196px,+9,303px,null
Golden State Warriors,Klay Thompson,201px,+9,47px,null,1px,-2,124px,null,122px,+10,3px,null,249px,+9,249px,null
Golden State Warriors,Harrison Barnes,205px,null,44px,-1,124px,+3,276px,null,99px,+2,250px,-10
Golden State Warriors,Steve Blake,205px,null,44px,-1,124px,+3,235px,null,140px,+2,250px,-10
Golden State Warriors,Draymond Green,205px,null,44px,-1,117px,+3,121px,null,7px,+1,200px,null,53px,0,249px,-10
Golden State Warriors,Jermaine O'Neal,205px,null,43px,+1,1px,null,117px,+3,293px,null,88px,+2,250px,null
Golden State Warriors,Jordan Crawford,222px,null,28px,-1,127px,+1,373px,null,249px,-10
Golden State Warriors,Marreese Speights,752px,null,250px,-10
Boston Celtics,Brandon Bass,240px,-7,160px,null,95px,-9,3px,null,150px,-7,350px,null
Boston Celtics,Jerryd Bayless,138px,-9,167px,null,190px,-11,3px,null,124px,-6,376px,null
Boston Celtics,Jeff Green,250px,-8,117px,null,129px,-10,3px,null,124px,-6,375px,null
Boston Celtics,Kris Humphries,108px,-10,234px,null,89px,-2,217px,null,99px,-2,31px,+2,219px,null
Boston Celtics,Rajon Rondo,201px,-9,145px,null,150px,-8,3px,null,249px,-9,169px,+4,80px,null
Boston Celtics,Jared Sullinger,108px,null,140px,+2,93px,-5,92px,null,48px,-5,15px,null,105px,-7,174px,null,138px,+2,81px,null
Boston Celtics,Chris Johnson,146px,null,104px,+1,50px,-2,329px,null,120px,-3,249px,+10
Boston Celtics,Phil Pressey,205px,null,44px,+1,96px,-5,573px,null,81px,+6
Boston Celtics,Kelly Olynyk,248px,null,1px,-1,150px,-4,88px,null,7px,-1,109px,null,144px,-2,249px,+10
Boston Celtics,Chris Babb,250px,null,118px,-3,262px,null,120px,-3,249px,+10
Boston Celtics,Joel Anthony,922px,null,80px,+6
