Oklahoma City Thunder,Steven Adams,144px,-3,223px,null,48px,0,124px,+5,462px,null
Oklahoma City Thunder,Kevin Durant,206px,+2,95px,null,112px,-3,206px,+5,202px,-1,5px,null,86px,0,86px,+1
Oklahoma City Thunder,Serge Ibaka,156px,-3,74px,null,70px,0,25px,null,75px,-2,12px,null,161px,+7,125px,null,121px,-7,5px,null,86px,0,84px,+1
Oklahoma City Thunder,Andre Roberson,144px,-3,271px,null,100px,+4,487px,null
Oklahoma City Thunder,Russell Westbrook,144px,-3,159px,null,112px,-3,76px,+8,510px,null
Oklahoma City Thunder,Caron Butler,143px,null,63px,+5,95px,-3,56px,null,55px,-2,100px,null,106px,+1,201px,-1,5px,null,80px,+1,91px,null
Oklahoma City Thunder,Reggie Jackson,143px,null,63px,+5,145px,-4,137px,null,131px,-3,201px,-1,5px,null,86px,0,86px,+1
Oklahoma City Thunder,Hasheem Thabeet,144px,null,64px,+5,24px,-3,769px,null,0px,0
Oklahoma City Thunder,Nick Collison,157px,null,50px,+5,116px,-6,217px,null,79px,0,80px,+6,296px,null,2px,+3,0px,null
Oklahoma City Thunder,Derek Fisher,206px,null,158px,-6,36px,null,12px,+2,165px,null,41px,-2,201px,-1,5px,null,86px,0,86px,+1
Oklahoma City Thunder,Jeremy Lamb,910px,null,6px,-1,84px,-2,2px,null
Toronto Raptors,DeMar DeRozan,156px,+3,50px,null,158px,+6,48px,null,154px,-5,52px,null,103px,-5,17px,null,81px,+5,5px,null,86px,0,84px,-1
Toronto Raptors,Amir Johnson,159px,+2,47px,null,158px,+6,41px,null,7px,-1,154px,-5,52px,null,201px,+1,5px,null,86px,0,85px,-1,-1px,null
Toronto Raptors,Kyle Lowry,206px,-2,95px,null,111px,+3,206px,-5,106px,null,96px,+6,5px,null,86px,0,86px,-1
Toronto Raptors,Terrence Ross,187px,+1,115px,null,91px,+5,13px,null,7px,-1,60px,-8,185px,null,33px,-2,306px,null
Toronto Raptors,Jonas Valanciunas,205px,-2,131px,null,67px,+1,7px,null,205px,-5,71px,null,127px,+5,7px,null,80px,-3,3px,null,2px,0,85px,-1,3px,null
Toronto Raptors,John Salmons,157px,null,50px,-5,35px,+3,155px,null,9px,-1,74px,null,139px,+3,39px,-4,303px,null,35px,-6
Toronto Raptors,Tyler Hansbrough,165px,null,42px,-4,132px,+6,27px,null,41px,+1,162px,null,52px,0,72px,-6,304px,null
Toronto Raptors,Nando De Colo,194px,null,13px,-3,35px,null,60px,0,390px,null,42px,+2,264px,null,0px,0
Toronto Raptors,Greivis Vasquez,206px,null,95px,+3,63px,null,48px,0,154px,null,52px,0,201px,+1,5px,null,86px,0,50px,+5,35px,null
Toronto Raptors,Steve Novak,406px,null,7px,-1,406px,null,3px,+2,85px,null,3px,+3,87px,null,1px,0
