Portland Trail Blazers,LaMarcus Aldridge,217px,-14,131px,null,151px,+5,248px,-8,54px,null,197px,+1
Portland Trail Blazers,Nicolas Batum,217px,-14,131px,null,151px,+5,177px,-7,105px,null,217px,+1
Portland Trail Blazers,Damian Lillard,170px,-13,48px,null,31px,0,249px,+10,177px,-7,73px,null,249px,-1
Portland Trail Blazers,Robin Lopez,141px,-8,109px,null,249px,+10,177px,-7,145px,null,131px,+3,45px,null
Portland Trail Blazers,Wesley Matthews,140px,-8,180px,null,178px,+9,120px,-7,56px,null,73px,-1,72px,null,177px,-3
Portland Trail Blazers,Joel Freeland,141px,null,109px,-6,426px,null,73px,-1,72px,+2,177px,null
Portland Trail Blazers,Mo Williams,140px,null,109px,-6,98px,+5,276px,null,124px,-1,72px,+2,131px,null,46px,-6
Portland Trail Blazers,Dorell Wright,170px,null,79px,-1,71px,+1,354px,null,73px,-1,32px,-2,218px,null
Portland Trail Blazers,Thomas Robinson,218px,null,31px,0,98px,+5,399px,null,1px,0,47px,-2,203px,null
Phoenix Suns,Eric Bledsoe,189px,+10,61px,null,250px,-10,120px,+7,129px,null,249px,+1
Phoenix Suns,Goran Dragic,250px,+14,71px,null,178px,-9,250px,+8,72px,null,177px,+3
Phoenix Suns,Channing Frye,91px,+2,230px,null,178px,-9,177px,+7,276px,null,19px,+4,26px,null
Phoenix Suns,Miles Plumlee,217px,+14,104px,null,178px,-9,249px,+8,7px,+2,65px,null,177px,+3
Phoenix Suns,P.J. Tucker,249px,+14,71px,-1,112px,null,66px,-2,213px,+9,89px,null,197px,-1
Phoenix Suns,Marcus Morris,95px,null,154px,+12,71px,-1,354px,null,73px,+1,203px,-5,19px,null,27px,+2
Phoenix Suns,Gerald Green,189px,null,60px,+4,183px,-8,279px,null,37px,-1,72px,-2,177px,null
Phoenix Suns,Alex Len,218px,null,31px,0,71px,-1,439px,null,61px,-4,178px,null
Phoenix Suns,Archie Goodwin,625px,null,125px,+1,47px,+2,203px,null
