Los Angeles Lakers,Steve Blake,181px,-8,189px,null,130px,-7,114px,-10,249px,null,135px,+6
Los Angeles Lakers,Pau Gasol,150px,-6,127px,null,221px,-7,161px,-11,134px,null,105px,-8,99px,null
Los Angeles Lakers,Xavier Henry,150px,-6,247px,null,102px,-3,114px,-10,314px,null,71px,+6
Los Angeles Lakers,Steve Nash,150px,-6,220px,null,130px,-7,140px,-8,359px,null
Los Angeles Lakers,Shawne Williams,113px,-6,889px,null
Los Angeles Lakers,Chris Kaman,116px,null,132px,-7,126px,null,123px,-4,198px,null,50px,+6,0px,null,42px,0,208px,null
Los Angeles Lakers,Jordan Farmar,150px,null,98px,-7,1px,null,116px,+1,273px,null,109px,+10,0px,null,177px,-8,71px,null
Los Angeles Lakers,Wesley Johnson,150px,null,98px,-7,1px,null,23px,+1,340px,null,135px,+12,0px,null,186px,-6,62px,null
Los Angeles Lakers,Nick Young,150px,null,98px,-7,1px,null,147px,-3,215px,null,135px,+12,0px,null,177px,-8,72px,null
Los Angeles Lakers,Jodie Meeks,183px,null,65px,-5,1px,null,116px,+1,294px,null,87px,+13,0px,null,113px,-8,65px,null,70px,+6
Los Angeles Lakers,Jordan Hill,250px,null,126px,-2,124px,null,196px,-4,303px,null
Los Angeles Lakers,Robert Sacre,903px,null,99px,+6
Los Angeles Lakers,Ryan Kelly,939px,null,63px,+4
Dallas Mavericks,Jose Calderon,150px,+6,220px,null,130px,+7,169px,+9,330px,null
Dallas Mavericks,Samuel Dalembert,150px,+6,220px,null,130px,+7,196px,+4,303px,null
Dallas Mavericks,Monta Ellis,183px,+8,113px,null,68px,+2,31px,null,102px,+3,218px,+1,73px,null,70px,+6,137px,null
Dallas Mavericks,Shawn Marion,184px,+8,152px,null,163px,+7,219px,+1,281px,null
Dallas Mavericks,Dirk Nowitzki,126px,+6,56px,null,65px,+5,1px,null,81px,-1,92px,null,74px,-1,1px,null,139px,+8,84px,null,25px,-3,0px,null,65px,+4,181px,null
Dallas Mavericks,Vince Carter,131px,null,117px,+7,1px,null,48px,-3,72px,null,54px,+8,214px,null,109px,-10,0px,null,36px,+2,211px,null
Dallas Mavericks,DeJuan Blair,150px,null,98px,+7,1px,null,116px,-1,331px,null,50px,-6,0px,null,116px,+10,133px,null
Dallas Mavericks,Gal Mekel,150px,null,99px,+7,1px,null,116px,-1,302px,null,80px,-11,0px,null,248px,+2
Dallas Mavericks,Jae Crowder,183px,null,65px,+5,1px,null,147px,+3,325px,null,25px,-3,0px,null,250px,+2
Dallas Mavericks,Wayne Ellington,818px,null,184px,-2
Dallas Mavericks,Ricky Ledo,865px,null,137px,-6
Dallas Mavericks,Bernard James,874px,null,128px,-8
