Los Angeles Clippers,Jared Dudley,202px,-3,159px,null,138px,-4,250px,+8,71px,null,178px,+3
Los Angeles Clippers,Willie Green,142px,-1,284px,null,33px,-7,39px,null,186px,+3,167px,null,31px,0,114px,null
Los Angeles Clippers,Blake Griffin,244px,-3,70px,null,185px,-3,249px,+8,71px,+3,64px,null,114px,+4
Los Angeles Clippers,DeAndre Jordan,243px,-3,116px,null,135px,-2,3px,null,177px,+3,142px,null,64px,-1,69px,null,31px,0,14px,null
Los Angeles Clippers,Chris Paul,250px,-3,111px,null,138px,-2,250px,+8,135px,null,114px,+4
Los Angeles Clippers,Jamal Crawford,142px,null,107px,-2,172px,+2,263px,null,63px,+5,204px,+6,39px,null,6px,0
Los Angeles Clippers,Stephen Jackson,202px,null,47px,0,104px,-1,395px,null,104px,+2,146px,null
Los Angeles Clippers,Darren Collison,243px,null,6px,0,111px,+1,101px,null,37px,+2,188px,null,61px,+5,249px,+6
Los Angeles Clippers,Antawn Jamison,244px,null,6px,0,104px,-1,395px,null,71px,+3,178px,null
Los Angeles Clippers,Ryan Hollins,250px,null,65px,0,182px,null,3px,0,499px,null
Boston Celtics,Brandon Bass,243px,+3,70px,null,184px,+3,249px,-8,5px,null,117px,-6,36px,null,65px,-1,26px,null
Boston Celtics,Avery Bradley,202px,+3,159px,null,70px,+1,68px,null,223px,-7,92px,null,183px,-3
Boston Celtics,Jordan Crawford,250px,+3,127px,null,123px,+2,250px,-8,66px,null,182px,-3
Boston Celtics,Jeff Green,202px,+3,42px,null,6px,0,64px,0,47px,null,138px,+2,249px,-8,248px,-6
Boston Celtics,Jared Sullinger,166px,+5,110px,null,222px,+3,131px,-4,118px,null,5px,0,117px,null,127px,0
Boston Celtics,Vitor Faverani,167px,null,83px,-2,27px,0,723px,null
Boston Celtics,Courtney Lee,201px,null,47px,0,104px,+1,80px,null,65px,+1,225px,null,24px,-1,59px,-3,190px,null
Boston Celtics,Gerald Wallace,202px,null,47px,0,104px,+1,276px,null,118px,-4,71px,-3,152px,null,26px,-1
Boston Celtics,Phil Pressey,250px,null,127px,+1,373px,null,59px,-3,190px,null
Boston Celtics,MarShon Brooks,822px,null,87px,-1,92px,null
