New York Knicks,Tyson Chandler,108px,+6,894px,null
New York Knicks,Raymond Felton,192px,+5,308px,null,250px,+4,250px,null
New York Knicks,Iman Shumpert,191px,+5,153px,null,52px,-3,102px,null,249px,+4,151px,+3,99px,null
New York Knicks,J.R. Smith,165px,+7,197px,null,137px,+4,176px,+6,324px,null
New York Knicks,Amar'e Stoudemire,191px,+5,170px,null,128px,+4,9px,null,109px,+5,391px,null
New York Knicks,Tim Hardaway,108px,null,141px,+5,112px,-3,43px,null,94px,+4,109px,null,140px,-1,249px,-5
New York Knicks,Cole Aldrich,171px,null,78px,+4,90px,0,159px,null,0px,0,249px,+4,154px,null,95px,-8
New York Knicks,Shannon Brown,191px,null,58px,+6,250px,+1,180px,null,70px,-2,249px,-5
New York Knicks,Pablo Prigioni,192px,null,58px,+6,43px,-2,707px,null
New York Knicks,Jeremy Tyler,191px,null,58px,+6,112px,-3,387px,null,251px,-5
New York Knicks,Toure' Murry,293px,null,207px,+3,250px,null,250px,-5
Brooklyn Nets,Kevin Garnett,86px,-4,163px,null,112px,+3,137px,null,109px,-5,391px,null
Brooklyn Nets,Joe Johnson,250px,-11,112px,null,137px,-4,250px,-4,250px,null
Brooklyn Nets,Andrei Kirilenko,116px,-6,133px,null,249px,-1,109px,-5,141px,null,64px,-1,185px,null
Brooklyn Nets,Paul Pierce,160px,-10,155px,null,185px,-2,83px,0,416px,null
Brooklyn Nets,Deron Williams,191px,-5,135px,null,173px,-2,250px,-4,250px,null
Brooklyn Nets,Mason Plumlee,86px,null,163px,-7,112px,null,137px,-4,109px,null,140px,+1,190px,-2,59px,null
Brooklyn Nets,Marcus Thornton,117px,null,133px,-5,76px,+1,256px,null,167px,-4,249px,+5
Brooklyn Nets,Andray Blatche,165px,null,85px,-1,65px,+1,435px,null,249px,+5
Brooklyn Nets,Jorge Gutierrez,191px,null,58px,-6,112px,+3,246px,null,141px,+1,250px,+5
Brooklyn Nets,Marquis Teague,816px,null,186px,+6
Brooklyn Nets,Jason Collins,949px,null,53px,+7
