Sacramento Kings,DeMarcus Cousins,207px,-12,125px,null,167px,+7,250px,+3,86px,null,163px,-1
Sacramento Kings,Luc Mbah a Moute,169px,-13,141px,null,112px,+8,77px,null,149px,+7,185px,null,141px,-2,22px,null
Sacramento Kings,Ben McLemore,207px,-12,185px,null,30px,-2,77px,null,67px,-1,410px,null,21px,+1
Sacramento Kings,Jason Thompson,78px,+1,345px,null,8px,-1,68px,null,128px,+5,371px,null
Sacramento Kings,Greivis Vasquez,142px,-11,358px,null,170px,+3,330px,null
Sacramento Kings,Patrick Patterson,78px,null,169px,-17,2px,null,50px,-2,138px,null,61px,+4,127px,null,121px,-2,249px,+5
Sacramento Kings,Isaiah Thomas,149px,null,98px,-5,2px,null,249px,+7,178px,null,71px,0,250px,+5
Sacramento Kings,John Salmons,169px,null,78px,-3,2px,null,142px,+6,30px,null,76px,+3,68px,null,181px,+4,249px,+5
Sacramento Kings,Jimmer Fredette,207px,null,41px,-4,2px,null,61px,-4,688px,null
Sacramento Kings,Chuck Hayes,207px,null,41px,-4,2px,null,77px,0,672px,null
Sacramento Kings,Travis Outlaw,306px,null,193px,+9,150px,null,100px,-4,81px,+6,168px,null
Sacramento Kings,Hamady N'Diaye,751px,null,81px,+6,169px,null
Los Angeles Clippers,Jared Dudley,158px,+11,150px,null,158px,-9,30px,null,149px,-7,131px,null,44px,-6,108px,null,41px,+7,7px,null,7px,+2,0px,null,8px,+1
Los Angeles Clippers,Blake Griffin,234px,+16,98px,null,153px,-7,14px,null,236px,-3,60px,null,202px,-2
Los Angeles Clippers,DeAndre Jordan,206px,+12,111px,null,180px,-9,246px,-3,48px,null,138px,-8,41px,null,3px,-2,10px,null,0px,-2,8px,null,1px,0
Los Angeles Clippers,Chris Paul,183px,+13,149px,null,167px,-7,236px,-3,66px,null,197px,0
Los Angeles Clippers,J.J. Redick,177px,+13,169px,null,152px,-7,150px,-7,177px,null,173px,+2
Los Angeles Clippers,Reggie Bullock,159px,null,88px,+5,2px,null,61px,+4,338px,null,100px,+4,32px,-1,216px,null
Los Angeles Clippers,Jamal Crawford,176px,null,70px,+3,2px,null,97px,0,122px,null,30px,-2,149px,null,99px,+4,247px,-5,2px,null
Los Angeles Clippers,Darren Collison,183px,null,65px,+3,2px,null,77px,0,411px,null,10px,0,52px,-5,196px,null
Los Angeles Clippers,Ryan Hollins,206px,null,41px,+4,2px,null,64px,+2,171px,null,13px,0,238px,null,10px,0,41px,-3,208px,null
Los Angeles Clippers,Byron Mullens,239px,null,8px,0,2px,null,77px,0,419px,null,2px,0,41px,-3,208px,null
