Memphis Grizzlies,Tony Allen,208px,+1,99px,null,192px,+13,209px,-2,178px,null,112px,-6
Memphis Grizzlies,Mike Conley,249px,+3,21px,0,150px,null,78px,+5,249px,+1,138px,null,112px,-6
Memphis Grizzlies,Ed Davis,146px,+7,247px,null,105px,+9,213px,0,223px,null,53px,-9,1px,null,8px,+2
Memphis Grizzlies,James Johnson,207px,+1,116px,null,38px,+4,50px,null,14px,+1,72px,null,248px,+1,140px,null,100px,-8,1px,null,7px,+2
Memphis Grizzlies,Zach Randolph,208px,+1,117px,null,174px,+13,249px,+1,42px,+2,96px,null,111px,-6
Memphis Grizzlies,Jon Leuer,145px,null,103px,-4,75px,-6,393px,null,30px,+1,133px,+3,107px,null,1px,+2,8px,null
Memphis Grizzlies,Jamaal Franklin,207px,null,41px,+2,75px,-6,102px,null,72px,+6,212px,null,36px,+3,133px,+3,117px,null
Memphis Grizzlies,Kosta Koufos,208px,null,42px,+2,144px,-2,397px,null,145px,0,62px,null
Memphis Grizzlies,Mike Miller,208px,null,42px,+2,57px,-6,62px,null,37px,+2,342px,null,140px,+1,108px,null
Memphis Grizzlies,Jerryd Bayless,270px,null,150px,+2,327px,null,133px,+3,108px,null,1px,+2,8px,null
New York Knicks,Carmelo Anthony,249px,-3,57px,+6,87px,null,106px,-9,249px,-1,42px,null,207px,+5
New York Knicks,Andrea Bargnani,185px,-5,176px,null,43px,-1,93px,null,63px,-2,265px,null,161px,+14,1px,null,8px,-2
New York Knicks,Tyson Chandler,146px,-7,160px,null,131px,-9,61px,null,166px,0,83px,null,241px,+5,8px,null
New York Knicks,Iman Shumpert,145px,-7,265px,null,70px,-2,16px,null,100px,+1,148px,null,42px,-2,198px,null,1px,-2,9px,null
New York Knicks,Beno Udrih,249px,-3,144px,null,105px,-9,195px,+2,96px,null,73px,-4,126px,null,8px,-2
New York Knicks,Tim Hardaway,145px,null,103px,+4,143px,+2,93px,null,12px,-5,108px,null,141px,-2,78px,-7,37px,null,134px,+9
New York Knicks,J.R. Smith,146px,null,104px,+4,250px,-7,63px,null,187px,+1,248px,+3
New York Knicks,Amar'e Stoudemire,185px,null,64px,+2,107px,+1,88px,null,54px,-4,172px,null,77px,-1,42px,-2,206px,null
New York Knicks,Toure' Murry,250px,null,144px,+2,306px,null,49px,-3,250px,null
