Utah Jazz,Trey Burke,242px,-17,177px,null,63px,+2,16px,null,156px,-5,112px,null,133px,-7,97px,null
Utah Jazz,Derrick Favors,243px,-17,106px,null,150px,+2,250px,+4,84px,-2,165px,null
Utah Jazz,Gordon Hayward,243px,-17,106px,null,150px,+2,250px,+4,39px,-3,210px,null
Utah Jazz,Richard Jefferson,154px,-14,95px,null,249px,-2,124px,-5,164px,null,95px,-4,116px,null
Utah Jazz,Enes Kanter,88px,-11,161px,null,240px,-2,9px,null,249px,+4,19px,0,72px,null,44px,-5,113px,null
Utah Jazz,Marvin Williams,92px,null,150px,-6,7px,null,99px,-4,149px,null,1px,0,156px,null,93px,+9,134px,-7,113px,null
Utah Jazz,Alec Burks,154px,null,88px,-3,7px,null,99px,-4,277px,null,122px,+9,123px,-4,126px,null
Utah Jazz,Diante Garrett,250px,null,171px,-2,68px,null,11px,-2,499px,null
Utah Jazz,Ian Clark,881px,null,121px,-1
Utah Jazz,Jeremy Evans,886px,null,116px,+2
Utah Jazz,Rudy Gobert,886px,null,116px,+2
Utah Jazz,Brandon Rush,886px,null,116px,+2
Utah Jazz,John Lucas,909px,null,93px,+2
Oklahoma City Thunder,Steven Adams,127px,+12,293px,null,9px,0,70px,null,124px,+5,260px,null,114px,-2
Oklahoma City Thunder,Kevin Durant,206px,+16,143px,null,150px,-2,250px,-4,250px,null
Oklahoma City Thunder,Serge Ibaka,197px,+15,152px,null,150px,-2,228px,-2,120px,null,64px,+4,86px,null
Oklahoma City Thunder,Andre Roberson,135px,+12,365px,null,152px,+5,255px,null,92px,-2
Oklahoma City Thunder,Russell Westbrook,168px,+16,181px,null,150px,-2,194px,+5,306px,null
Oklahoma City Thunder,Hasheem Thabeet,126px,null,58px,+5,12px,null,45px,+2,7px,null,99px,+4,86px,null,63px,0,227px,null,21px,-2,94px,0,154px,null
Oklahoma City Thunder,Jeremy Lamb,135px,null,108px,+5,7px,null,99px,+4,400px,null,249px,+5
Oklahoma City Thunder,Derek Fisher,170px,null,72px,+1,7px,null,99px,+4,343px,null,56px,-9,134px,+7,115px,null
Oklahoma City Thunder,Nick Collison,189px,null,53px,0,7px,null,170px,+2,206px,null,122px,-9,134px,+7,115px,null
Oklahoma City Thunder,Caron Butler,212px,null,30px,+1,7px,null,249px,+2,152px,null,97px,-9,152px,+7,97px,null
Oklahoma City Thunder,Reggie Williams,886px,null,116px,-2
Oklahoma City Thunder,Perry Jones,915px,null,87px,+1
