San Antonio Spurs,Tim Duncan,173px,-6,161px,null,165px,+5,147px,-2,102px,null,175px,+17,18px,null,55px,-3
San Antonio Spurs,Danny Green,122px,-1,211px,null,98px,+5,66px,null,52px,-2,106px,null,90px,0,0px,null,118px,+14,131px,null
San Antonio Spurs,Kawhi Leonard,173px,-6,161px,null,165px,+5,52px,-2,106px,null,91px,0,119px,null,129px,+2
San Antonio Spurs,Tony Parker,199px,-9,135px,null,165px,+5,175px,-2,75px,null,249px,+16
San Antonio Spurs,Tiago Splitter,173px,-6,326px,null,249px,-2,86px,null,108px,+7,56px,null
San Antonio Spurs,Manu Ginobili,122px,null,127px,-12,84px,+3,98px,null,66px,0,52px,null,106px,0,91px,null,249px,+16
San Antonio Spurs,Marco Belinelli,173px,null,76px,-7,85px,+3,217px,null,106px,0,341px,null
San Antonio Spurs,Boris Diaw,173px,null,76px,-7,249px,+8,147px,null,101px,0,0px,null,84px,+12,95px,null,70px,-1
San Antonio Spurs,Jeff Ayres,174px,null,76px,-7,85px,+3,665px,null
San Antonio Spurs,Patrick Mills,199px,null,50px,-4,85px,+3,342px,null,72px,0,250px,null
Utah Jazz,Alec Burks,249px,+13,43px,null,148px,-3,58px,null,89px,+4,160px,null,119px,-14,130px,null
Utah Jazz,Derrick Favors,236px,+13,126px,null,137px,-4,175px,+2,117px,null,207px,-6
Utah Jazz,Gordon Hayward,236px,+13,57px,null,207px,-3,249px,+2,43px,null,206px,-6
Utah Jazz,Richard Jefferson,190px,+7,59px,null,250px,-8,210px,+2,39px,null,250px,-16
Utah Jazz,Enes Kanter,173px,+6,94px,null,153px,-4,78px,null,158px,+2,91px,null,175px,-17,74px,null
Utah Jazz,Marvin Williams,172px,null,76px,+7,107px,-4,63px,null,78px,-1,158px,null,90px,0,0px,null,42px,-10,137px,null,70px,+1
Utah Jazz,Diante Garrett,189px,null,59px,+6,43px,-5,148px,null,58px,0,93px,null,155px,-2,0px,null,42px,-10,207px,null
Utah Jazz,Mike Harris,236px,null,14px,0,14px,-3,446px,null,39px,0,249px,null
Utah Jazz,John Lucas,236px,null,14px,0,43px,-5,576px,null,130px,-2
Utah Jazz,Rudy Gobert,678px,null,72px,0,251px,null
