Milwaukee Bucks,Giannis Antetokounmpo,152px,0,189px,null,158px,-1,170px,-9,189px,null,140px,-9
Milwaukee Bucks,Ersan Ilyasova,152px,0,227px,null,121px,0,127px,-5,372px,null
Milwaukee Bucks,Brandon Knight,172px,-3,78px,null,250px,-2,247px,-9,252px,null
Milwaukee Bucks,Luke Ridnour,152px,0,27px,null,71px,-10,750px,null
Milwaukee Bucks,Larry Sanders,156px,0,223px,null,121px,0,147px,-5,352px,null
Milwaukee Bucks,John Henson,151px,null,98px,-13,123px,-2,258px,null,114px,-4,2px,null,151px,+4,99px,null
Milwaukee Bucks,O.J. Mayo,151px,null,98px,-13,91px,-1,304px,null,100px,-4,2px,null,104px,+5,146px,null
Milwaukee Bucks,Khris Middleton,151px,null,97px,-13,139px,0,285px,null,72px,0,2px,null,134px,+7,16px,null,99px,-8
Milwaukee Bucks,Miroslav Raduljica,156px,null,49px,-10,696px,null,99px,-8
Milwaukee Bucks,Ekpe Udoh,207px,null,42px,-3,123px,-2,272px,null,100px,-4,2px,null,151px,+4,99px,null
Milwaukee Bucks,Gary Neal,389px,null,110px,-2,147px,-5,238px,null,115px,-11
Milwaukee Bucks,Nate Wolters,752px,null,250px,-4
San Antonio Spurs,Marco Belinelli,124px,0,27px,null,97px,+13,62px,+1,101px,null,86px,0,79px,+5,236px,null,84px,-1,98px,null
San Antonio Spurs,Boris Diaw,156px,0,156px,null,131px,-3,56px,null,147px,+5,352px,null
San Antonio Spurs,Tim Duncan,196px,+7,116px,null,188px,+1,194px,+6,305px,null
San Antonio Spurs,Cory Joseph,61px,0,251px,null,187px,+1,194px,+6,207px,null,98px,+8
San Antonio Spurs,Kawhi Leonard,152px,0,160px,null,101px,+1,35px,null,52px,+4,127px,+5,370px,null
San Antonio Spurs,Patrick Mills,61px,null,188px,+13,62px,+1,381px,null,53px,+3,2px,null,250px,+4
San Antonio Spurs,Manu Ginobili,124px,null,124px,+13,62px,+1,120px,null,66px,+1,132px,null,114px,+4,2px,null,84px,-1,166px,null
San Antonio Spurs,Jeff Ayres,156px,null,93px,+13,62px,+1,333px,null,100px,+4,2px,null,47px,-1,203px,null
San Antonio Spurs,Aron Baynes,199px,null,50px,+6,62px,+1,485px,null,203px,+5
San Antonio Spurs,Nando De Colo,311px,null,121px,0,153px,null,160px,+4,2px,null,65px,-3,19px,null,165px,+5
San Antonio Spurs,Malcolm Thomas,694px,null,53px,+3,2px,null,251px,+4
