Golden State Warriors,Andrew Bogut,194px,+15,107px,null,196px,-14,0px,null,124px,+2,216px,null,115px,0,32px,null,7px,-2,3px,null
Golden State Warriors,Stephen Curry,249px,+10,53px,null,196px,-14,0px,null,249px,+8,1px,null,249px,-5
Golden State Warriors,Andre Iguodala,159px,+13,189px,null,150px,-10,0px,null,155px,+2,186px,null,158px,-4
Golden State Warriors,David Lee,220px,+16,95px,null,181px,-11,0px,null,175px,+4,54px,null,19px,+3,1px,null,84px,-1,36px,null,128px,-3
Golden State Warriors,Klay Thompson,249px,+10,6px,0,94px,null,149px,-10,0px,null,248px,+8,1px,null,249px,-5
Golden State Warriors,Harrison Barnes,159px,null,90px,-3,99px,-7,280px,null,118px,+6,1px,null,120px,-2,129px,null
Golden State Warriors,Marreese Speights,195px,null,54px,-5,52px,-3,380px,null,42px,+1,275px,null
Golden State Warriors,Draymond Green,220px,null,28px,-6,99px,-7,304px,null,93px,+6,1px,null,84px,-1,122px,null,32px,-3,7px,null,3px,+1
Golden State Warriors,Toney Douglas,250px,null,52px,-3,699px,null
Golden State Warriors,Kent Bazemore,256px,null,55px,-6,690px,null
Brooklyn Nets,Alan Anderson,159px,-13,90px,null,142px,+6,107px,null,93px,+2,62px,null,93px,-6,250px,null
Brooklyn Nets,Kevin Garnett,112px,-7,284px,null,102px,+11,0px,null,93px,+2,156px,null,146px,0,82px,null,20px,+1
Brooklyn Nets,Joe Johnson,249px,-10,147px,null,102px,+11,0px,null,249px,-8,93px,null,157px,+4
Brooklyn Nets,Shaun Livingston,249px,-10,147px,null,68px,+8,35px,null,155px,-2,94px,null,249px,+5
Brooklyn Nets,Paul Pierce,221px,-16,127px,null,150px,+10,0px,null,65px,0,184px,null,250px,+5
Brooklyn Nets,Andray Blatche,118px,null,131px,-3,142px,+6,200px,null,155px,-10,147px,null,82px,+4,21px,null
Brooklyn Nets,Andrei Kirilenko,159px,null,90px,+3,99px,+7,399px,null,172px,-1,57px,null,21px,+1
Brooklyn Nets,Mirza Teletovic,221px,null,28px,+6,248px,+17,65px,null,183px,-8,1px,null,85px,+1,94px,null,49px,+5,20px,null
Brooklyn Nets,Jason Terry,249px,null,142px,+6,76px,null,31px,+3,93px,null,155px,-10,251px,null
