San Antonio Spurs,Marco Belinelli,226px,+3,111px,null,115px,+5,67px,-3,230px,null,154px,-11,94px,null,0px,0
San Antonio Spurs,Tim Duncan,207px,+2,129px,null,114px,+5,192px,-3,137px,null,100px,-1,13px,null,8px,-4,1px,null,93px,+2,0px,null
San Antonio Spurs,Kawhi Leonard,152px,+6,227px,null,72px,+4,170px,+1,55px,null,121px,+4,103px,null,1px,-2,0px,null,94px,+2
San Antonio Spurs,Tony Parker,207px,+2,129px,null,115px,+5,192px,-3,105px,null,120px,+1,5px,null,29px,-11,0px,null,93px,+2
San Antonio Spurs,Jeff Ayres,151px,+6,184px,null,42px,+1,72px,null,113px,-5,78px,null,25px,-1,129px,null,70px,-2,18px,null,7px,-2,104px,null
San Antonio Spurs,Boris Diaw,156px,null,69px,-3,110px,+4,232px,null,105px,+3,2px,null,99px,-1,122px,null,4px,0,0px,null,91px,0,2px,null,0px,0
San Antonio Spurs,Manu Ginobili,156px,null,69px,-3,110px,+4,42px,null,72px,+4,67px,null,155px,+1,2px,null,71px,+1,119px,null,34px,-12,0px,null,93px,+2,1px,null
San Antonio Spurs,Matt Bonner,208px,null,18px,+1,111px,+4,664px,null
San Antonio Spurs,Patrick Mills,207px,null,18px,+1,111px,+4,306px,null,31px,+1,2px,null,71px,+1,120px,null,4px,-1,125px,null
San Antonio Spurs,Danny Green,226px,null,154px,+5,246px,null,50px,-3,2px,null,222px,-10,96px,null,1px,+2
Memphis Grizzlies,Mike Conley,226px,-3,111px,null,115px,-5,154px,+3,103px,null,194px,+12,0px,null,94px,-2
Memphis Grizzlies,Kosta Koufos,90px,-5,362px,null,1px,-2,154px,+3,393px,null
Memphis Grizzlies,Mike Miller,152px,-6,184px,null,115px,-5,170px,-1,279px,null,1px,+2,87px,null,5px,+2,2px,null,0px,0
Memphis Grizzlies,Tayshaun Prince,226px,-3,154px,null,72px,-4,216px,+3,332px,null
Memphis Grizzlies,Zach Randolph,152px,-6,138px,null,156px,-2,4px,null,223px,+2,2px,null,30px,-2,91px,null,104px,+14,0px,null,94px,-2
Memphis Grizzlies,Jon Leuer,93px,null,132px,+2,177px,-9,203px,null,70px,-1,2px,null,118px,-4,202px,null
Memphis Grizzlies,Ed Davis,156px,null,69px,+3,65px,-5,417px,null,193px,+10,1px,null,87px,-2,5px,null,2px,-2,0px,null
Memphis Grizzlies,James Johnson,156px,null,69px,+3,111px,-4,67px,null,48px,0,173px,null,49px,+3,2px,null,225px,+10,0px,null,94px,-2
Memphis Grizzlies,Nick Calathes,226px,null,111px,-4,269px,null,70px,-1,2px,null,30px,-2,290px,null
Memphis Grizzlies,Courtney Lee,226px,null,154px,-5,290px,null,6px,-1,2px,null,225px,+10,0px,null,94px,-2
