Golden State Warriors,Andrew Bogut,167px,+3,127px,null,93px,+3,111px,null,103px,+8,397px,null
Golden State Warriors,Stephen Curry,237px,+3,62px,null,199px,+5,0px,null,249px,+5,62px,0,31px,null,156px,+3
Golden State Warriors,Andre Iguodala,146px,+7,195px,null,156px,-1,0px,null,162px,+8,87px,null,237px,+2,13px,null
Golden State Warriors,David Lee,187px,+2,111px,null,184px,+5,16px,null,162px,+8,119px,null,205px,+2,12px,null
Golden State Warriors,Klay Thompson,215px,+2,111px,null,170px,0,0px,null,127px,+11,39px,null,82px,-3,68px,null,168px,+2,14px,null
Golden State Warriors,Harrison Barnes,146px,null,102px,-2,0px,null,91px,0,47px,null,110px,+4,127px,null,121px,-6,93px,-3,107px,null,49px,-2
Golden State Warriors,Draymond Green,172px,null,76px,+2,0px,null,72px,-1,164px,null,12px,0,103px,null,146px,-3,200px,+2,38px,null,10px,-2
Golden State Warriors,Marreese Speights,187px,null,62px,+3,0px,null,39px,-8,376px,null,83px,-3,32px,0,217px,null
Golden State Warriors,Kent Bazemore,220px,null,29px,+3,0px,null,45px,-6,693px,null,11px,-2
Golden State Warriors,Toney Douglas,237px,null,12px,+2,0px,null,45px,-6,693px,null,11px,-2
Miami Heat,Shane Battier,216px,-2,192px,null,90px,-1,0px,null,162px,-8,338px,null
Miami Heat,Chris Bosh,187px,-2,154px,null,156px,+1,0px,null,200px,-9,143px,null,157px,-3
Miami Heat,Mario Chalmers,215px,-2,157px,null,125px,-2,0px,null,183px,-9,65px,null,1px,-1,117px,null,132px,+1
Miami Heat,LeBron James,249px,-5,93px,null,156px,+1,0px,null,248px,-4,84px,null,167px,-3
Miami Heat,Dwyane Wade,146px,-7,103px,null,119px,+3,70px,null,44px,+2,16px,null,183px,-9,65px,null,249px,0
Miami Heat,Ray Allen,146px,null,102px,+2,0px,null,91px,0,346px,null,60px,+4,117px,-1,83px,null,50px,+2
Miami Heat,Chris Andersen,187px,null,62px,-3,0px,null,158px,+2,295px,null,45px,+4,94px,+3,155px,null
Miami Heat,Michael Beasley,220px,null,29px,-3,0px,null,91px,0,347px,null,60px,+4,83px,+3,166px,null
Miami Heat,Norris Cole,220px,null,29px,-3,0px,null,189px,-1,48px,null,12px,0,166px,null,82px,+3,200px,-2,48px,null
