Miami Heat,Shane Battier,177px,0,323px,null,160px,+3,340px,null
Miami Heat,Michael Beasley,220px,+3,126px,null,153px,+5,44px,0,115px,null,90px,-4,38px,0,210px,null
Miami Heat,Chris Bosh,220px,+3,96px,null,183px,+5,195px,0,93px,null,211px,+6
Miami Heat,Mario Chalmers,220px,+3,96px,null,183px,+5,213px,-2,167px,null,119px,+4
Miami Heat,Dwyane Wade,132px,+4,95px,null,21px,-7,127px,-5,110px,null,11px,-3,185px,+2,63px,null,123px,+2,35px,null,91px,+4
Miami Heat,Ray Allen,138px,null,111px,-8,66px,-5,61px,null,121px,+5,185px,null,63px,-3,158px,+2,79px,null,11px,+3,0px,null
Miami Heat,Rashard Lewis,176px,null,73px,-4,67px,-5,233px,null,200px,-1,249px,null
Miami Heat,Norris Cole,228px,null,21px,-7,237px,+3,225px,null,37px,+1,250px,+6
Miami Heat,Udonis Haslem,228px,null,21px,-7,96px,-5,348px,null,55px,-1,238px,+3,11px,null
Miami Heat,Joel Anthony,1002px,null,0px,0
Portland Trail Blazers,LaMarcus Aldridge,250px,+4,128px,null,122px,-5,250px,+1,104px,null,144px,-4
Portland Trail Blazers,Nicolas Batum,220px,-3,140px,null,139px,-3,250px,+1,104px,null,145px,-4
Portland Trail Blazers,Damian Lillard,143px,-4,84px,null,21px,+7,96px,+5,74px,null,78px,-1,148px,-6,48px,null,52px,+1,89px,0,70px,null,89px,-4
Portland Trail Blazers,Robin Lopez,176px,0,67px,null,6px,+2,127px,+5,60px,null,62px,-1,159px,-3,178px,null,149px,-3,10px,null
Portland Trail Blazers,Wesley Matthews,188px,-2,158px,null,153px,-5,197px,0,141px,null,161px,-6
Portland Trail Blazers,Mo Williams,144px,null,105px,+8,166px,+1,237px,null,95px,+7,159px,-2,79px,null,11px,-3
Portland Trail Blazers,Joel Freeland,176px,null,67px,+2,133px,null,60px,-4,221px,null,90px,+4,89px,0,160px,null
Portland Trail Blazers,Dorell Wright,191px,null,59px,+6,110px,+3,389px,null,104px,-2,145px,null
Portland Trail Blazers,Meyers Leonard,250px,null,128px,+5,372px,null,104px,-2,145px,null
