New Orleans Pelicans,Al-Farouq Aminu,128px,-3,309px,null,61px,-3,0px,null,104px,0,250px,null,145px,-1
New Orleans Pelicans,Anthony Davis,132px,-5,195px,null,80px,-4,593px,null
New Orleans Pelicans,Tyreke Evans,162px,-8,164px,null,172px,-7,0px,null,179px,-2,92px,null,154px,-1,73px,null
New Orleans Pelicans,Brian Roberts,158px,-8,248px,null,92px,-3,0px,null,168px,-2,332px,null
New Orleans Pelicans,Greg Stiemsma,103px,-3,248px,null,148px,-5,0px,null,168px,-2,331px,null
New Orleans Pelicans,Alexis Ajinca,113px,null,136px,-11,23px,+1,134px,null,87px,-3,206px,null,48px,-3,100px,-5,148px,null
New Orleans Pelicans,Darius Miller,131px,null,118px,-11,71px,+3,283px,null,145px,-6,18px,-2,165px,null,65px,-3
New Orleans Pelicans,Jeff Withey,132px,null,117px,-9,71px,+3,179px,null,201px,-3,70px,null,227px,-4
New Orleans Pelicans,Anthony Morrow,163px,null,87px,-6,188px,-1,230px,null,81px,-4,249px,-6
New Orleans Pelicans,Austin Rivers,162px,null,87px,-6,157px,-1,87px,null,4px,0,187px,null,62px,-4,250px,-6
New Orleans Pelicans,Luke Babbitt,280px,null,71px,0,316px,null,81px,-4,18px,-2,232px,null
Denver Nuggets,Kenneth Faried,132px,+3,219px,null,142px,+5,5px,null,168px,+2,103px,null,108px,+7,119px,null
Denver Nuggets,Randy Foye,158px,+8,91px,null,249px,+4,0px,null,179px,+2,92px,null,36px,+5,191px,null
Denver Nuggets,Ty Lawson,249px,+14,77px,null,172px,+7,0px,null,249px,+6,18px,+2,232px,null
Denver Nuggets,Quincy Miller,178px,+8,322px,null,169px,+2,216px,null,114px,-3
Denver Nuggets,Timofey Mozgov,190px,+10,175px,null,129px,+4,5px,null,227px,0,272px,null
Denver Nuggets,Darrell Arthur,134px,null,114px,+11,101px,-1,120px,null,27px,+2,168px,null,81px,+4,18px,+2,232px,null
Denver Nuggets,Evan Fournier,162px,null,87px,+6,71px,-3,174px,null,4px,0,168px,null,81px,+4,249px,+6
Denver Nuggets,Aaron Brooks,179px,null,70px,+6,222px,+2,22px,null,4px,0,187px,null,62px,+4,250px,+6
Denver Nuggets,Jan Vesely,190px,null,60px,+4,112px,0,370px,null,17px,+6,249px,+6
Denver Nuggets,Anthony Randolph,810px,null,192px,-1
