Los Angeles Lakers,Steve Blake,173px,+10,175px,null,151px,-7,200px,-7,217px,null,82px,+5
Los Angeles Lakers,Pau Gasol,188px,+10,160px,null,151px,-7,200px,-7,119px,null,180px,-1
Los Angeles Lakers,Jordan Hill,105px,+11,205px,null,93px,-8,94px,null,103px,-1,105px,null,41px,+2,69px,-3,180px,null
Los Angeles Lakers,Wesley Johnson,126px,+9,185px,null,129px,-10,58px,null,78px,-3,241px,null,180px,-1
Los Angeles Lakers,Jodie Meeks,181px,+10,166px,null,151px,-7,200px,-7,119px,null,98px,-6,61px,null,20px,+3
Los Angeles Lakers,Shawne Williams,105px,null,142px,+5,1px,null,55px,+6,99px,null,94px,0,103px,null,145px,-4,69px,-3,181px,null
Los Angeles Lakers,Nick Young,132px,null,115px,+7,1px,null,98px,+5,100px,null,50px,+2,77px,null,171px,-2,228px,-7,22px,null
Los Angeles Lakers,Jordan Farmar,179px,null,68px,+6,1px,null,98px,+5,358px,null,41px,+2,227px,-7,14px,null,0px,+1,2px,null,1px,+2,3px,null
Los Angeles Lakers,Xavier Henry,181px,null,66px,+6,1px,null,55px,+6,401px,null,41px,+2,69px,-3,158px,null,14px,0,6px,null,1px,+2
Los Angeles Lakers,Robert Sacre,188px,null,60px,+6,1px,null,99px,+5,651px,null
Brooklyn Nets,Andray Blatche,126px,-9,148px,null,210px,+11,15px,null,225px,+4,274px,null
Brooklyn Nets,Kevin Garnett,105px,-11,144px,null,98px,-5,151px,null,69px,+3,34px,null,96px,+6,181px,null,117px,-1
Brooklyn Nets,Joe Johnson,223px,-14,125px,null,151px,+7,200px,+7,119px,null,180px,+1
Brooklyn Nets,Shaun Livingston,188px,-10,86px,null,225px,+11,104px,+1,396px,null
Brooklyn Nets,Paul Pierce,105px,-11,123px,null,19px,-2,1px,null,98px,-5,150px,null,165px,+6,42px,null,41px,-2,250px,+4
Brooklyn Nets,Alan Anderson,105px,null,143px,-5,1px,null,249px,+2,166px,null,83px,-1,250px,+4
Brooklyn Nets,Mason Plumlee,105px,null,68px,+1,174px,null,150px,+7,69px,null,34px,-2,105px,null,41px,-2,132px,+5,116px,null
Brooklyn Nets,Mirza Teletovic,132px,null,115px,-7,1px,null,24px,-9,214px,null,10px,0,224px,null,24px,+1,242px,+7,6px,null,1px,-2
Brooklyn Nets,Reggie Evans,181px,null,68px,-6,752px,null
Brooklyn Nets,Tyshawn Taylor,187px,null,60px,-6,1px,null,24px,-9,327px,null,145px,+4,69px,+3,173px,null,0px,-1,2px,null,1px,-2,3px,null
