Golden State Warriors,Stephen Curry,177px,-7,72px,null,239px,-2,10px,null,248px,-1,31px,null,186px,-5,33px,null
Golden State Warriors,Draymond Green,97px,-6,152px,null,96px,+1,83px,null,71px,+3,195px,-6,206px,null,96px,-7
Golden State Warriors,Andre Iguodala,250px,-1,100px,null,150px,-4,165px,-5,85px,null,248px,-8
Golden State Warriors,Jermaine O'Neal,167px,-5,133px,null,124px,-5,74px,null,98px,-8,99px,null,52px,+5,190px,-5,58px,null
Golden State Warriors,Klay Thompson,249px,-1,96px,null,153px,-3,236px,-1,10px,null,3px,+2,27px,-1,83px,null,138px,-6
Golden State Warriors,Harrison Barnes,101px,null,148px,+5,239px,-2,113px,null,146px,+7,152px,-1,39px,null,58px,-3
Golden State Warriors,Marreese Speights,167px,null,82px,+4,51px,-1,196px,null,2px,-1,500px,null
Golden State Warriors,Jordan Crawford,183px,null,66px,+6,91px,0,327px,null,81px,+4,105px,-2,144px,null
Golden State Warriors,Kent Bazemore,498px,null,2px,-1,474px,null,26px,-2
Phoenix Suns,Goran Dragic,210px,+3,54px,null,235px,+1,195px,+6,103px,null,191px,+9,9px,null
Phoenix Suns,Channing Frye,167px,+5,148px,null,159px,+3,25px,null,241px,+3,85px,null,172px,+9
Phoenix Suns,Gerald Green,250px,+1,174px,null,76px,-1,250px,+1,69px,-1,179px,null
Phoenix Suns,Miles Plumlee,167px,+5,82px,null,91px,0,158px,null,127px,+3,122px,null,69px,-1,180px,null
Phoenix Suns,P.J. Tucker,250px,+1,96px,null,154px,+3,250px,+1,49px,null,199px,+9
Phoenix Suns,Markieff Morris,167px,null,82px,-4,66px,0,159px,null,25px,0,325px,null,173px,+9
Phoenix Suns,Marcus Morris,167px,null,82px,-4,249px,+3,127px,null,122px,-2,49px,-1,201px,null
Phoenix Suns,Ish Smith,209px,null,39px,-2,15px,+2,480px,null,2px,-2,1px,null,49px,-1,199px,null,1px,0
Phoenix Suns,Leandro Barbosa,250px,null,170px,+4,278px,null,52px,-5,249px,+8
