San Antonio Spurs,Tim Duncan,130px,-5,114px,null,169px,-2,147px,+13,132px,null,134px,+5,85px,0,1px,null,13px,+2,71px,null
San Antonio Spurs,Danny Green,130px,-5,114px,null,127px,-4,42px,null,188px,+12,52px,null,172px,+3,85px,0,1px,null,85px,+7
San Antonio Spurs,Cory Joseph,110px,-3,301px,null,205px,+13,33px,-2,39px,null,107px,0,98px,null,1px,-2,10px,null,1px,-2,67px,null,4px,-1,9px,null,7px,+1
San Antonio Spurs,Tony Parker,144px,-9,88px,null,183px,-4,587px,null
San Antonio Spurs,Tiago Splitter,110px,-3,223px,null,79px,+1,153px,null,53px,0,68px,-4,45px,null,93px,+5,83px,+4,3px,null,85px,+7
San Antonio Spurs,Marco Belinelli,110px,null,96px,-5,80px,-5,87px,null,38px,+2,106px,null,40px,+4,44px,null,15px,+1,205px,+1,85px,0,1px,null,86px,+7
San Antonio Spurs,Boris Diaw,110px,null,96px,-5,31px,-4,175px,null,116px,+11,147px,null,56px,-3,176px,null,1px,-2,15px,null,65px,+4,6px,null
San Antonio Spurs,Shannon Brown,130px,null,77px,-3,31px,-4,764px,null
San Antonio Spurs,Jeff Ayres,130px,null,77px,-3,31px,-4,764px,null
San Antonio Spurs,Patrick Mills,146px,null,59px,+1,24px,-2,384px,null,2px,-1,68px,-4,111px,null,26px,+5,72px,+6,1px,null,10px,0,3px,null,65px,+5,5px,null,15px,+3
San Antonio Spurs,Matt Bonner,245px,null,90px,-3,198px,null,88px,+2,57px,-1,322px,null
San Antonio Spurs,Nando De Colo,288px,null,126px,-1,107px,+9,47px,null,45px,+1,387px,null
Washington Wizards,Trevor Ariza,206px,+8,142px,null,64px,-3,206px,-13,75px,null,131px,-5,85px,0,1px,null,87px,-7
Washington Wizards,Bradley Beal,130px,+5,76px,null,188px,+6,18px,null,138px,-13,68px,null,72px,+4,74px,null,60px,-5,172px,null
Washington Wizards,Marcin Gortat,190px,+8,143px,null,79px,-1,166px,-12,186px,null,60px,-5,84px,-2,2px,null,75px,-4,3px,null,7px,-3
Washington Wizards,Nene Hilario,140px,+7,203px,null,70px,-1,116px,-11,147px,null,150px,-2,85px,0,1px,null,85px,-7
Washington Wizards,John Wall,191px,+8,152px,null,70px,-1,188px,-12,91px,null,134px,-5,85px,0,1px,null,85px,-7
Washington Wizards,Martell Webster,129px,null,76px,+3,142px,+9,46px,null,18px,0,137px,null,68px,0,146px,+4,66px,null,79px,0,1px,null,86px,-7
Washington Wizards,Trevor Booker,140px,null,67px,+1,133px,+7,192px,null,88px,-2,147px,+4,232px,null
Washington Wizards,Kevin Seraphin,191px,null,16px,0,128px,+7,250px,null,36px,-1,57px,+1,321px,null
Washington Wizards,Garrett Temple,191px,null,16px,0,133px,+7,264px,null,15px,-1,68px,+4,299px,null,3px,0,8px,null
