Oklahoma City Thunder,Serge Ibaka,221px,+2,135px,null,142px,-1,185px,+16,217px,null,43px,+3,54px,null
Oklahoma City Thunder,Reggie Jackson,189px,0,183px,null,126px,+1,218px,+16,168px,null,58px,+3,55px,null
Oklahoma City Thunder,Perry Jones,148px,+1,305px,null,46px,+1,250px,+14,216px,+3,33px,null
Oklahoma City Thunder,Kendrick Perkins,167px,+1,190px,null,143px,-1,154px,+9,345px,null
Oklahoma City Thunder,Thabo Sefolosha,245px,-1,128px,null,127px,+1,185px,+16,314px,null
Oklahoma City Thunder,Jeremy Lamb,154px,null,95px,-2,0px,null,204px,+4,231px,null,64px,-2,249px,0
Oklahoma City Thunder,Nick Collison,166px,null,82px,-2,0px,null,107px,+6,300px,null,91px,+5,195px,+1,55px,null
Oklahoma City Thunder,Derek Fisher,189px,null,59px,-1,0px,null,119px,+4,349px,null,31px,-2,137px,-2,112px,null
Oklahoma City Thunder,Steven Adams,221px,null,28px,-3,0px,null,107px,+6,326px,null,64px,-2,152px,-2,42px,null,55px,-1
Oklahoma City Thunder,Andre Roberson,245px,null,5px,0,0px,null,119px,+4,575px,null,54px,-1
Oklahoma City Thunder,Royal Ivey,947px,null,55px,-1
Oklahoma City Thunder,Hasheem Thabeet,969px,null,33px,-3
Boston Celtics,Jeff Green,166px,-1,78px,null,4px,0,0px,null,249px,-5,154px,-9,231px,null,76px,-5,37px,null
Boston Celtics,Kris Humphries,148px,-1,159px,null,128px,-6,63px,null,101px,-7,399px,null
Boston Celtics,Rajon Rondo,99px,+2,145px,null,4px,0,0px,null,118px,-4,130px,null,100px,-7,215px,null,127px,0,56px,null
Boston Celtics,Jared Sullinger,99px,+2,122px,null,28px,+3,0px,null,107px,-6,142px,null,77px,-5,239px,null,181px,+1
Boston Celtics,Gerald Wallace,245px,+1,112px,null,143px,+1,219px,-16,280px,null
Boston Celtics,Brandon Bass,99px,null,149px,-1,0px,null,58px,0,133px,null,57px,+1,109px,null,140px,-7,67px,-1,182px,null
Boston Celtics,Phil Pressey,99px,null,145px,-1,128px,null,81px,0,155px,null,140px,-7,249px,0
Boston Celtics,Kelly Olynyk,155px,null,67px,-1,508px,null,19px,+3,250px,0
Boston Celtics,Chris Johnson,166px,null,82px,+2,0px,null,107px,-6,96px,null,46px,-1,158px,null,91px,-5,136px,+2,79px,null,32px,+3
Boston Celtics,Vitor Faverani,357px,null,143px,+1,85px,null,69px,-4,345px,null
Boston Celtics,Joel Anthony,659px,null,66px,-8,276px,null
Boston Celtics,Vander Blue,718px,null,31px,+2,68px,-1,128px,null,54px,+1
