Portland Trail Blazers,LaMarcus Aldridge,249px,+11,129px,null,122px,-9,250px,-11,140px,-8,108px,null
Portland Trail Blazers,Nicolas Batum,249px,+11,128px,null,122px,-9,233px,-9,74px,null,81px,-3,110px,null
Portland Trail Blazers,Damian Lillard,163px,+6,85px,null,121px,-5,38px,null,89px,-5,145px,-9,88px,null,16px,-2,139px,-8,110px,null
Portland Trail Blazers,Robin Lopez,164px,+6,163px,null,172px,-16,127px,-7,373px,null
Portland Trail Blazers,Wesley Matthews,172px,+7,185px,null,142px,-14,189px,-4,119px,null,81px,-3,109px,null
Portland Trail Blazers,Joel Freeland,164px,null,85px,+5,1px,null,70px,+2,306px,null,107px,-2,264px,null
Portland Trail Blazers,Mo Williams,164px,null,85px,+5,1px,null,157px,-9,238px,null,104px,-2,139px,-8,108px,null
Portland Trail Blazers,Dorell Wright,172px,null,76px,+4,1px,null,103px,0,334px,null,61px,-7,54px,-5,195px,null
Portland Trail Blazers,Thomas Robinson,249px,null,122px,-5,361px,null,16px,-2,54px,-5,87px,null,108px,+8
Portland Trail Blazers,Will Barton,893px,null,109px,+8
Portland Trail Blazers,Allen Crabbe,893px,null,109px,+8
Portland Trail Blazers,Meyers Leonard,893px,null,109px,+8
Portland Trail Blazers,Earl Watson,893px,null,109px,+8
Phoenix Suns,Goran Dragic,188px,-8,61px,null,249px,+14,151px,+7,136px,null,146px,+7,66px,null
Phoenix Suns,Channing Frye,163px,-6,28px,null,57px,-3,1px,null,248px,+14,126px,+7,47px,null,76px,+5,172px,+8,76px,null
Phoenix Suns,Gerald Green,172px,-7,78px,null,250px,+14,250px,+11,37px,+1,211px,null
Phoenix Suns,Miles Plumlee,189px,-8,75px,null,108px,+8,128px,null,167px,+6,331px,null
Phoenix Suns,P.J. Tucker,249px,-11,161px,null,89px,+5,189px,+4,311px,null
Phoenix Suns,Markieff Morris,163px,null,85px,-5,1px,null,13px,-3,114px,null,32px,+4,216px,null,122px,+4,249px,0
Phoenix Suns,Dionte Christmas,173px,null,77px,-4,690px,null,60px,-8
Phoenix Suns,Ish Smith,192px,null,57px,-3,406px,null,94px,+4,250px,0
Phoenix Suns,Marcus Morris,250px,null,250px,+14,189px,null,61px,+7,184px,+8,64px,null
Phoenix Suns,Archie Goodwin,929px,null,73px,-8
Phoenix Suns,Viacheslav Kravtsov,941px,null,61px,-8
