Portland Trail Blazers,LaMarcus Aldridge,245px,+14,3px,null,0px,0,140px,null,109px,+8,0px,null,215px,+17,192px,null,74px,+1,16px,null
Portland Trail Blazers,Nicolas Batum,249px,+12,140px,null,109px,+8,0px,null,248px,+15,160px,null,74px,+1,16px,null
Portland Trail Blazers,Damian Lillard,185px,+6,62px,null,0px,0,101px,null,143px,+6,5px,null,231px,+15,177px,null,74px,+1,16px,null
Portland Trail Blazers,Robin Lopez,185px,+6,203px,null,109px,+8,0px,null,176px,+11,248px,null,59px,0,16px,null
Portland Trail Blazers,Wesley Matthews,132px,+3,116px,null,131px,-1,58px,null,58px,+6,0px,null,175px,+11,232px,null,74px,+1,18px,null
Portland Trail Blazers,Mo Williams,140px,null,109px,+9,190px,+1,57px,null,2px,-2,184px,null,64px,+4,160px,null,13px,+1,75px,null
Portland Trail Blazers,Joel Freeland,186px,null,63px,+6,132px,-1,302px,null,64px,+4,251px,null
Portland Trail Blazers,C.J. McCollum,185px,null,61px,+8,1px,null,1px,-2,94px,+3,385px,null,17px,0,1px,null,159px,-19,74px,null,15px,0
Portland Trail Blazers,Thomas Robinson,248px,null,1px,-2,132px,-1,333px,null,32px,-2,1px,null,159px,-19,74px,null,15px,0
Portland Trail Blazers,Will Barton,750px,null,160px,-19,75px,null,15px,0
Portland Trail Blazers,Meyers Leonard,750px,null,160px,-19,75px,null,15px,0
Portland Trail Blazers,Dorell Wright,750px,null,160px,-19,75px,null,15px,0
Dallas Mavericks,Jose Calderon,180px,-6,157px,null,160px,-4,2px,null,79px,-6,420px,null
Dallas Mavericks,Samuel Dalembert,148px,-6,285px,null,61px,-10,5px,null,64px,-1,435px,null
Dallas Mavericks,Monta Ellis,219px,-14,93px,null,185px,-3,2px,null,79px,-6,420px,null
Dallas Mavericks,Shawn Marion,218px,-14,117px,null,86px,+7,17px,null,58px,-6,0px,null,79px,-6,63px,null,55px,-5,301px,null
Dallas Mavericks,Dirk Nowitzki,147px,-6,71px,null,28px,0,1px,null,1px,+2,87px,-3,91px,null,12px,-5,32px,null,26px,-1,0px,null,141px,-10,354px,null
Dallas Mavericks,DeJuan Blair,152px,null,96px,-8,117px,null,61px,+3,140px,null,178px,-14,1px,null,72px,+4,45px,null,132px,+7
Dallas Mavericks,Vince Carter,153px,null,96px,-6,62px,-4,61px,null,99px,-4,106px,null,118px,-9,301px,null
Dallas Mavericks,Devin Harris,185px,null,64px,-6,62px,-4,266px,null,118px,-9,76px,null,104px,+13,121px,null
Dallas Mavericks,Shane Larkin,218px,null,30px,+2,87px,-3,161px,null,0px,0,79px,null,169px,-9,1px,null,17px,0,62px,null,169px,+14
Dallas Mavericks,Brandan Wright,247px,null,1px,+2,117px,-2,130px,null,2px,+2,197px,null,51px,0,1px,null,114px,+11,14px,null,119px,+5
Dallas Mavericks,Jae Crowder,311px,null,61px,+2,125px,null,0px,0,197px,null,51px,0,1px,null,250px,+18
Dallas Mavericks,Wayne Ellington,698px,null,51px,0,1px,null,250px,+18
