New York Knicks,Carmelo Anthony,249px,-1,135px,null,115px,+13,215px,-4,69px,null,200px,-6,14px,null
New York Knicks,Tyson Chandler,159px,+1,144px,null,195px,+23,129px,+1,90px,null,30px,-4,233px,-15,16px,null
New York Knicks,Raymond Felton,249px,-1,134px,null,114px,+13,249px,-8,34px,null,93px,-5,66px,null,40px,0,16px,null
New York Knicks,Pablo Prigioni,113px,0,127px,null,7px,-1,1px,null,134px,+1,114px,null,83px,+1,102px,null,62px,-4,34px,-9,98px,null,61px,-1,29px,null,25px,+1
New York Knicks,J.R. Smith,190px,-2,59px,null,134px,+1,109px,null,6px,0,249px,-8,34px,-9,26px,null,188px,-2
New York Knicks,Tim Hardaway,118px,null,131px,-1,248px,+14,88px,null,91px,-5,69px,null,56px,-12,76px,null,87px,-1,30px,null
New York Knicks,Amar'e Stoudemire,165px,null,84px,-2,244px,+14,139px,null,116px,-9,127px,-14,122px,null
New York Knicks,Jeremy Tyler,190px,null,51px,+2,9px,null,54px,-9,679px,null,15px,+1
New York Knicks,Cole Aldrich,986px,null,16px,+1
New York Knicks,Toure' Murry,986px,null,16px,+1
Atlanta Hawks,Elton Brand,190px,+2,59px,null,134px,-1,18px,null,97px,-12,180px,+4,38px,null,30px,+4,249px,+14
Atlanta Hawks,DeMarre Carroll,159px,-1,225px,null,58px,-9,51px,null,6px,0,180px,+4,18px,null,51px,+9,247px,+14
Atlanta Hawks,Kyle Korver,190px,+2,51px,null,7px,+1,98px,null,146px,-16,6px,null,214px,+4,268px,null,15px,-1
Atlanta Hawks,Shelvin Mack,113px,0,76px,null,59px,-1,152px,-2,40px,null,57px,-4,198px,-1,301px,null
Atlanta Hawks,Jeff Teague,249px,+1,135px,null,58px,-9,57px,null,157px,+3,42px,null,51px,+9,247px,+14
Atlanta Hawks,Louis Williams,118px,null,131px,+1,97px,+2,95px,null,57px,-4,157px,null,92px,+5,249px,+14
Atlanta Hawks,Cartier Martin,166px,null,75px,+1,446px,null,11px,-5,301px,null
Atlanta Hawks,Mike Scott,190px,null,59px,-1,249px,-14,187px,null,62px,+4,234px,+15,16px,null
Atlanta Hawks,Dennis Schroder,250px,null,135px,-1,616px,null
