Portland Trail Blazers,LaMarcus Aldridge,250px,0,134px,null,115px,+1,250px,-6,76px,null,173px,+14
Portland Trail Blazers,Nicolas Batum,250px,0,134px,null,115px,+1,208px,0,113px,null,178px,+12
Portland Trail Blazers,Damian Lillard,215px,0,129px,null,155px,+3,191px,0,97px,null,211px,+13
Portland Trail Blazers,Robin Lopez,195px,-2,149px,null,155px,+3,165px,+5,125px,null,194px,+11,14px,null
Portland Trail Blazers,Wesley Matthews,138px,-3,110px,null,127px,+4,51px,null,70px,-3,151px,+3,62px,null,35px,-6,66px,-2,82px,null,101px,+8
Portland Trail Blazers,Mo Williams,139px,null,110px,+3,179px,+8,222px,null,97px,-9,148px,+2,87px,null,14px,+2
Portland Trail Blazers,Joel Freeland,201px,null,48px,+2,95px,+2,320px,null,84px,-11,41px,-3,208px,null
Portland Trail Blazers,C.J. McCollum,215px,null,35px,0,95px,+2,349px,null,55px,-6,38px,-3,210px,null
Portland Trail Blazers,Thomas Robinson,250px,null,128px,+4,372px,null,71px,-4,178px,null
San Antonio Spurs,Marco Belinelli,139px,+3,110px,null,191px,-3,33px,null,25px,+2,190px,0,97px,null,211px,-13
San Antonio Spurs,Boris Diaw,249px,0,134px,null,115px,-1,176px,-2,73px,null,235px,-8,15px,null
San Antonio Spurs,Tim Duncan,195px,+2,189px,null,115px,-1,250px,+6,76px,null,173px,-14
San Antonio Spurs,Kawhi Leonard,248px,0,94px,null,122px,-5,32px,null,129px,-4,99px,null,21px,+3,66px,+2,170px,null,13px,-2
San Antonio Spurs,Tony Parker,224px,0,160px,null,115px,-1,223px,+3,98px,null,166px,-12,11px,null
San Antonio Spurs,Manu Ginobili,138px,null,110px,-3,94px,-2,101px,null,53px,-2,129px,null,120px,+10,38px,+3,110px,null,101px,-8
San Antonio Spurs,Jeff Ayres,201px,null,48px,-2,128px,-4,298px,null,73px,+8,71px,+4,178px,null
San Antonio Spurs,Patrick Mills,228px,null,21px,0,128px,-4,316px,null,55px,+6,148px,-2,89px,null,11px,0
San Antonio Spurs,Matt Bonner,250px,null,128px,-4,623px,null
