Atlanta Hawks,Elton Brand,135px,-1,12px,null,63px,+5,70px,null,92px,0,106px,null,18px,-2,0px,null,130px,-11,89px,null,29px,-2,72px,0,175px,null
Atlanta Hawks,DeMarre Carroll,125px,-3,85px,null,38px,+1,62px,0,113px,null,73px,+2,0px,null,110px,-6,110px,null,29px,-2,41px,-2,206px,null
Atlanta Hawks,Kyle Korver,249px,+3,31px,+4,141px,null,76px,+3,0px,null,212px,-12,78px,null,209px,-5
Atlanta Hawks,Shelvin Mack,211px,+2,100px,null,187px,+8,0px,null,183px,-9,108px,null,208px,-3
Atlanta Hawks,Paul Millsap,125px,-3,14px,null,3px,-2,192px,null,144px,+8,18px,null,87px,-7,50px,null,112px,-3,249px,-5
Atlanta Hawks,Cartier Martin,125px,null,124px,+6,172px,+5,260px,null,66px,-5,39px,0,211px,null
Atlanta Hawks,Mike Scott,125px,null,124px,+6,81px,+2,43px,null,124px,+4,87px,null,125px,-5,109px,null,177px,-5
Atlanta Hawks,Louis Williams,211px,null,38px,+1,175px,+6,184px,null,139px,-8,251px,-5
Detroit Pistons,Andre Drummond,164px,+1,85px,null,233px,-8,16px,null,122px,+8,127px,null,173px,-1,76px,null
Detroit Pistons,Brandon Jennings,250px,-3,116px,null,133px,-1,0px,null,221px,+12,278px,null
Detroit Pistons,Greg Monroe,249px,-3,100px,null,149px,-5,0px,null,249px,+14,97px,+2,76px,null,76px,+6
Detroit Pistons,Kyle Singler,249px,-3,45px,0,153px,null,51px,-1,0px,null,249px,+14,137px,null,112px,+6
Detroit Pistons,Josh Smith,240px,-3,125px,null,133px,-1,0px,null,249px,+14,105px,null,145px,+3
Detroit Pistons,Rodney Stuckey,164px,null,85px,-4,116px,-7,119px,null,15px,0,127px,null,122px,+6,248px,+5
Detroit Pistons,Jonas Jerebko,240px,null,9px,0,99px,-3,400px,null,138px,-1,112px,null
Detroit Pistons,Will Bynum,250px,null,196px,-7,275px,null,29px,+2,249px,+5
Detroit Pistons,Kentavious Caldwell-Pope,301px,null,65px,-7,635px,null
