San Antonio Spurs,Marco Belinelli,105px,-2,81px,null,62px,+11,0px,null,178px,+5,71px,null,229px,+5,71px,null,28px,+4,169px,null
San Antonio Spurs,Tim Duncan,181px,-3,164px,null,144px,+14,10px,null,140px,+3,359px,null
San Antonio Spurs,Kawhi Leonard,180px,-3,134px,null,164px,+14,20px,null,121px,+1,51px,null,3px,+2,323px,null
San Antonio Spurs,Tony Parker,159px,-6,188px,null,152px,+12,0px,null,84px,-2,415px,null
San Antonio Spurs,Tiago Splitter,158px,-6,156px,null,163px,+14,20px,null,126px,+3,81px,null,41px,0,0px,null,52px,+2,197px,null
San Antonio Spurs,Manu Ginobili,105px,null,118px,+4,203px,null,70px,+6,126px,null,123px,+3,0px,null,65px,+5,185px,null
San Antonio Spurs,Boris Diaw,163px,null,84px,+14,0px,null,94px,-1,143px,null,10px,-2,131px,null,35px,+1,41px,null,41px,0,0px,null,16px,-2,48px,null,184px,+3
San Antonio Spurs,Patrick Mills,164px,null,84px,+14,0px,null,97px,-1,235px,null,165px,+6,0px,null,52px,+2,198px,null
San Antonio Spurs,Jeff Ayres,186px,null,62px,+11,0px,null,65px,-1,164px,null,19px,-2,140px,null,62px,+1,99px,null,197px,+6
San Antonio Spurs,Cory Joseph,227px,null,21px,+6,0px,null,65px,-1,163px,null,19px,-2,175px,null,26px,-2,30px,null,17px,-1,0px,null,249px,+8
San Antonio Spurs,Austin Daye,769px,null,233px,+10
San Antonio Spurs,Aron Baynes,832px,null,170px,+2
Denver Nuggets,Kenneth Faried,180px,+3,163px,null,154px,-12,0px,null,97px,-2,110px,null,41px,0,0px,null,80px,-6,169px,null
Denver Nuggets,Randy Foye,199px,-3,116px,null,164px,-14,20px,null,229px,-5,84px,null,78px,-4,106px,null
Denver Nuggets,Ty Lawson,223px,-2,26px,null,65px,+1,61px,null,103px,-7,20px,null,202px,-4,296px,null
Denver Nuggets,Quincy Miller,180px,+3,246px,null,70px,-6,0px,null,56px,+1,175px,null,17px,+1,0px,null,64px,-5,83px,null,102px,+1
Denver Nuggets,Timofey Mozgov,199px,-3,177px,null,75px,-3,48px,null,150px,-6,349px,null
Denver Nuggets,Darrell Arthur,187px,null,62px,-11,0px,null,95px,+1,252px,null,151px,-2,80px,null,63px,-3,105px,null
Denver Nuggets,Anthony Randolph,188px,null,62px,-11,649px,null,101px,+1
Denver Nuggets,Evan Fournier,198px,null,50px,-5,0px,null,178px,-5,51px,null,19px,+2,153px,null,96px,+2,0px,null,249px,-8
Denver Nuggets,Jan Vesely,199px,null,50px,-5,0px,null,126px,-6,75px,null,47px,-2,249px,null,250px,-8
Denver Nuggets,Aaron Brooks,227px,null,21px,-6,0px,null,126px,-6,103px,null,19px,+2,62px,null,187px,-5,0px,null,249px,-8
