New York Knicks,Carmelo Anthony,249px,-21,54px,null,196px,+12,249px,-1,50px,null,103px,0,96px,null
New York Knicks,Tyson Chandler,213px,-17,36px,null,249px,+10,249px,-1,49px,-6,34px,null,70px,-1,96px,null
New York Knicks,Raymond Felton,84px,-13,81px,null,84px,-4,249px,+10,137px,-7,195px,null,75px,-1,91px,null
New York Knicks,Pablo Prigioni,162px,-17,476px,null,112px,+6,83px,-5,166px,null
New York Knicks,Iman Shumpert,84px,-13,165px,null,154px,+8,201px,null,144px,0,26px,-4,223px,null
New York Knicks,Tim Hardaway,85px,null,165px,-8,387px,null,112px,+6,250px,-7
New York Knicks,J.R. Smith,84px,null,164px,-8,53px,-2,101px,null,95px,+2,137px,-7,137px,null,127px,-2,97px,null
New York Knicks,Amar'e Stoudemire,218px,null,31px,-4,249px,+10,106px,-1,144px,null,83px,-5,166px,null
New York Knicks,Shannon Brown,905px,null,97px,-1
New York Knicks,Earl Clark,905px,null,97px,-1
New York Knicks,Jeremy Tyler,905px,null,97px,-1
New York Knicks,Toure' Murry,910px,null,92px,-1
Chicago Bulls,Carlos Boozer,250px,+21,250px,null,250px,+1,250px,null
Chicago Bulls,Jimmy Butler,250px,+21,250px,-10,250px,+1,50px,null,119px,+4,79px,null
Chicago Bulls,Mike Dunleavy,250px,+21,154px,null,96px,-2,250px,+1,49px,+6,199px,null
Chicago Bulls,Kirk Hinrich,177px,+17,226px,null,96px,-2,179px,+6,70px,null,184px,+7,65px,null
Chicago Bulls,Joakim Noah,177px,+17,73px,null,249px,-10,179px,+6,70px,null,168px,+10,81px,null
Chicago Bulls,D.J. Augustin,182px,null,68px,+4,154px,-8,275px,null,70px,-5,249px,+7
Chicago Bulls,Taj Gibson,181px,null,68px,+4,249px,-10,180px,null,70px,-5,184px,+7,65px,null
Chicago Bulls,Tony Snell,250px,null,154px,-8,520px,null,76px,-3
Chicago Bulls,Erik Murphy,927px,null,75px,-3
Chicago Bulls,Jimmer Fredette,940px,null,62px,0
Chicago Bulls,Tornike Shengelia,940px,null,62px,0
