Utah Jazz,Trey Burke,249px,-11,69px,+7,144px,null,37px,+7,170px,-7,259px,null,69px,+6
Utah Jazz,Derrick Favors,190px,-14,192px,null,117px,+11,170px,-7,244px,null,85px,+6
Utah Jazz,Gordon Hayward,159px,-9,126px,null,215px,+18,237px,-3,161px,null,100px,+6
Utah Jazz,Richard Jefferson,190px,-14,211px,null,99px,+11,125px,-10,374px,null
Utah Jazz,Marvin Williams,159px,-9,223px,null,117px,+11,125px,-10,272px,null,55px,+4,46px,null
Utah Jazz,Alec Burks,164px,null,86px,-2,151px,+11,224px,null,124px,+7,0px,null,248px,+9
Utah Jazz,Jeremy Evans,163px,null,85px,-2,132px,+11,242px,null,124px,+7,0px,null,142px,+3,61px,null,46px,+2
Utah Jazz,Enes Kanter,196px,null,53px,+3,132px,+11,287px,null,79px,+4,0px,null,164px,+3,85px,null
Utah Jazz,Brandon Rush,196px,null,53px,+3,35px,+4,454px,null,9px,0,0px,null,142px,+3,107px,null
Utah Jazz,Diante Garrett,318px,null,144px,+8,207px,null,79px,+4,0px,null,176px,+3,73px,null
Los Angeles Lakers,Steve Blake,249px,+11,150px,null,98px,-11,41px,+5,17px,null,124px,+4,67px,null,240px,-12,9px,null
Los Angeles Lakers,Wesley Johnson,127px,+3,123px,null,151px,-11,99px,null,249px,+3,0px,null,248px,-9
Los Angeles Lakers,Chris Kaman,190px,+14,106px,null,204px,-17,211px,+5,135px,null,152px,-7
Los Angeles Lakers,Steve Nash,159px,+9,160px,null,181px,-15,500px,null
Los Angeles Lakers,Shawne Williams,159px,+9,159px,null,181px,-15,249px,+3,98px,null,152px,-7
Los Angeles Lakers,Ryan Kelly,126px,null,122px,+8,68px,-7,222px,null,16px,0,124px,null,66px,-6,0px,null,90px,-2,151px,null,8px,+3
Los Angeles Lakers,Jordan Hill,163px,null,85px,+2,68px,-7,102px,null,78px,-11,211px,null,38px,-2,0px,null,90px,-2,159px,null
Los Angeles Lakers,Kendall Marshall,164px,null,86px,+2,171px,-11,78px,null,249px,+3,98px,null,151px,-7
Los Angeles Lakers,Robert Sacre,196px,null,53px,-3,45px,-5,454px,null,91px,-2,159px,null
