Golden State Warriors,Andrew Bogut,178px,+12,155px,null,165px,-3,134px,-5,144px,null,157px,+8,64px,null
Golden State Warriors,Stephen Curry,184px,+10,140px,null,93px,-9,81px,null,225px,-4,52px,null,222px,+11
Golden State Warriors,Andre Iguodala,145px,+12,175px,null,180px,-5,163px,-5,180px,null,155px,+9
Golden State Warriors,David Lee,194px,+12,51px,null,3px,0,72px,null,177px,-5,115px,-7,72px,null,61px,-1,0px,null,249px,+10
Golden State Warriors,Klay Thompson,210px,+8,124px,null,166px,-3,188px,-5,89px,null,221px,+11
Golden State Warriors,Harrison Barnes,148px,null,100px,-4,0px,null,83px,-1,91px,null,73px,+4,162px,null,86px,-1,0px,null,92px,+1,158px,null
Golden State Warriors,Marreese Speights,183px,null,66px,-4,0px,null,72px,+1,311px,null,115px,-1,0px,null,28px,-1,220px,null
Golden State Warriors,Toney Douglas,190px,null,55px,-2,3px,null,74px,+1,406px,null,17px,-2,0px,null,20px,-1,230px,null
Golden State Warriors,Draymond Green,194px,null,54px,-4,0px,null,84px,-1,280px,null,133px,+1,0px,null,20px,-1,165px,null,64px,+3
Golden State Warriors,Kent Bazemore,212px,null,38px,0,0px,null,70px,+1,679px,null
Denver Nuggets,Wilson Chandler,159px,-14,160px,null,180px,+5,188px,+5,164px,null,147px,-7
Denver Nuggets,Randy Foye,99px,-10,401px,null,116px,+7,384px,null
Denver Nuggets,J.J. Hickson,177px,-12,132px,null,188px,+5,116px,+7,314px,null,49px,-1,17px,null,3px,-2
Denver Nuggets,Ty Lawson,210px,-8,110px,null,180px,+5,226px,+4,127px,null,145px,-7
Denver Nuggets,Timofey Mozgov,212px,-8,153px,null,134px,+4,188px,+5,114px,null,133px,-8,63px,null
Denver Nuggets,Nate Robinson,98px,null,150px,+2,0px,null,69px,-1,410px,null,17px,+2,0px,null,103px,-3,148px,null
Denver Nuggets,Jordan Hamilton,161px,null,87px,+6,0px,null,69px,-1,127px,null,52px,-4,187px,null,61px,+1,0px,null,102px,-3,126px,null,20px,-5
Denver Nuggets,Darrell Arthur,182px,null,65px,+4,0px,null,54px,-1,309px,null,132px,-1,0px,null,52px,+1,40px,null,82px,-3,11px,null,58px,-1,6px,null
Denver Nuggets,Andre Miller,211px,null,38px,0,0px,null,197px,+8,167px,null,133px,-1,0px,null,250px,-10
Denver Nuggets,Anthony Randolph,211px,null,37px,0,0px,null,115px,0,321px,null,61px,+1,0px,null,93px,-1,157px,null
