Oklahoma City Thunder,Kevin Durant,250px,-3,101px,null,149px,-3,250px,+6,249px,-4
Oklahoma City Thunder,Serge Ibaka,199px,-1,151px,null,149px,-3,238px,+4,116px,null,145px,-4
Oklahoma City Thunder,Kendrick Perkins,164px,0,336px,null,117px,-3,383px,null
Oklahoma City Thunder,Andre Roberson,111px,+5,891px,null
Oklahoma City Thunder,Russell Westbrook,190px,-1,174px,null,135px,-5,184px,0,129px,null,186px,-3
Oklahoma City Thunder,Derek Fisher,110px,null,139px,-8,109px,-1,140px,null,249px,+6,182px,null,68px,-8
Oklahoma City Thunder,Nick Collison,167px,null,82px,-3,101px,-3,386px,null,11px,+2,105px,0,145px,null
Oklahoma City Thunder,Reggie Jackson,190px,null,60px,-2,250px,-6,121px,null,128px,+9,249px,-4
Oklahoma City Thunder,Caron Butler,199px,null,51px,-2,249px,-6,183px,null,66px,+6,181px,+4,68px,null
Oklahoma City Thunder,Jeremy Lamb,250px,null,101px,-3,399px,null,63px,-1,186px,null
Phoenix Suns,Eric Bledsoe,249px,+3,163px,null,86px,+5,57px,+4,85px,null,107px,-5,104px,null,145px,+4
Phoenix Suns,Goran Dragic,131px,-1,119px,null,250px,+6,217px,-4,33px,null,248px,+4
Phoenix Suns,Channing Frye,131px,-1,255px,null,113px,+4,138px,-1,362px,null
Phoenix Suns,Miles Plumlee,190px,+1,309px,null,138px,-1,238px,null,55px,-1,68px,null
Phoenix Suns,P.J. Tucker,250px,+3,136px,null,113px,+4,237px,-4,25px,null,237px,+6
Phoenix Suns,Gerald Green,131px,null,118px,+4,135px,+2,172px,null,192px,-10,250px,+4
Phoenix Suns,Markieff Morris,131px,null,118px,+4,135px,+2,257px,null,107px,-5,126px,-3,55px,null,67px,+8
Phoenix Suns,Shavlik Randolph,190px,null,60px,+2,70px,+4,680px,null
Phoenix Suns,Marcus Morris,250px,null,250px,+6,217px,null,33px,-2,105px,0,143px,null
Phoenix Suns,Ish Smith,324px,null,84px,-3,329px,null,12px,-2,12px,-2,237px,null
