Charlotte Bobcats,Gerald Henderson,220px,-5,280px,null,195px,-3,173px,null,131px,-2
Charlotte Bobcats,Al Jefferson,173px,-6,173px,null,15px,+2,136px,null,176px,-3,70px,null,2px,+2,47px,null,203px,-3
Charlotte Bobcats,Josh McRoberts,155px,-6,198px,null,146px,-5,138px,+1,203px,null,158px,-2
Charlotte Bobcats,Jeffery Taylor,155px,-6,68px,null,26px,+3,248px,+1,138px,+1,56px,null,55px,+1,117px,0,127px,null,4px,-1
Charlotte Bobcats,Kemba Walker,250px,-2,161px,null,88px,0,250px,-2,118px,null,131px,-2
Charlotte Bobcats,Ramon Sessions,155px,null,94px,+4,161px,+1,226px,null,111px,-3,118px,0,132px,null
Charlotte Bobcats,Cody Zeller,155px,null,94px,+4,104px,+6,284px,null,111px,-3,85px,0,164px,null
Charlotte Bobcats,Bismack Biyombo,173px,null,76px,+4,92px,+4,24px,null,70px,-7,238px,null,70px,-1,2px,null,47px,+1,202px,null
Charlotte Bobcats,Ben Gordon,250px,null,250px,+1,250px,null,246px,-1,3px,null
Charlotte Bobcats,Jeff Adrien,442px,null,58px,+2,501px,null
Indiana Pacers,Paul George,222px,+5,187px,null,70px,+4,6px,null,12px,-2,249px,+2,85px,0,44px,null,120px,+4
Indiana Pacers,Roy Hibbert,249px,+2,132px,null,117px,+5,186px,+1,154px,null,154px,+1,3px,null,1px,0
Indiana Pacers,George Hill,220px,+5,163px,null,117px,+5,250px,+2,129px,null,119px,+4
Indiana Pacers,Lance Stephenson,155px,+6,68px,null,26px,-3,161px,-1,70px,null,18px,-2,211px,+6,128px,null,153px,+1,4px,null
Indiana Pacers,David West,174px,+6,199px,null,126px,+6,250px,+2,129px,null,120px,+4
Indiana Pacers,Rasual Butler,155px,null,94px,-4,228px,+1,7px,null,2px,-2,224px,null,37px,-4,129px,-2,119px,null
Indiana Pacers,Luis Scola,173px,null,76px,-4,128px,-6,370px,null,129px,-2,116px,null,3px,+1,1px,null
Indiana Pacers,C.J. Watson,223px,null,26px,-3,128px,-6,371px,null,129px,-2,116px,null,4px,+1
Indiana Pacers,Ian Mahinmi,250px,null,116px,-7,324px,null,59px,+1,85px,0,164px,null
