Miami Heat,Shane Battier,134px,+5,366px,null,184px,-4,282px,null,33px,0
Miami Heat,Chris Bosh,168px,+5,81px,null,133px,-2,55px,null,61px,+3,183px,-4,85px,null,230px,+4
Miami Heat,Mario Chalmers,114px,+2,53px,null,80px,+3,0px,null,73px,+1,175px,null,110px,+3,72px,null,65px,-5,1px,null,250px,-1
Miami Heat,Toney Douglas,115px,+2,385px,null,111px,+3,389px,null
Miami Heat,LeBron James,249px,+8,123px,null,127px,0,249px,-9,1px,null,249px,-1
Miami Heat,Ray Allen,115px,null,83px,+3,126px,null,175px,+2,117px,null,131px,-12,1px,null,248px,-1
Miami Heat,Norris Cole,115px,null,134px,+6,0px,null,249px,+3,117px,null,131px,-12,251px,null
Miami Heat,Chris Andersen,133px,null,115px,+3,0px,null,119px,+3,313px,null,65px,-5,1px,null,20px,-5,229px,null
Miami Heat,Michael Beasley,202px,null,46px,+3,0px,null,119px,+3,14px,null,116px,+5,249px,null,215px,-1,34px,null
Miami Heat,Greg Oden,373px,null,66px,-3,562px,null
Golden State Warriors,Stephen Curry,198px,-5,126px,null,175px,-2,248px,+9,1px,null,57px,-4,63px,null,128px,+6
Golden State Warriors,Draymond Green,248px,-8,0px,null,54px,-1,113px,null,81px,+3,69px,-4,175px,null,4px,+1,1px,null,176px,-1,72px,null
Golden State Warriors,Andre Iguodala,249px,-8,123px,null,127px,0,249px,+9,64px,null,186px,+5
Golden State Warriors,David Lee,168px,-5,136px,null,123px,-2,71px,null,238px,+8,103px,null,152px,+7,5px,null
Golden State Warriors,Klay Thompson,133px,-5,116px,null,74px,-1,94px,null,81px,+3,194px,+4,55px,null,249px,+1
Golden State Warriors,Harrison Barnes,133px,null,115px,-3,0px,null,162px,-6,155px,null,179px,+13,1px,null,92px,-3,85px,null,72px,+2
Golden State Warriors,Marreese Speights,169px,null,80px,-3,0px,null,119px,-3,60px,null,71px,0,498px,null
Golden State Warriors,Jordan Crawford,202px,null,46px,-3,0px,null,162px,-6,280px,null,55px,+5,1px,null,114px,-5,135px,null
