San Antonio Spurs,Boris Diaw,171px,+6,138px,null,100px,+5,89px,null,65px,+2,131px,null,32px,+2,67px,null,202px,+5
San Antonio Spurs,Danny Green,172px,+6,136px,null,191px,+8,249px,0,1px,null,43px,0,205px,null
San Antonio Spurs,Kawhi Leonard,118px,+7,72px,null,56px,+12,1px,null,60px,-10,99px,null,76px,+4,12px,null,121px,+8,106px,null,20px,-3,1px,null,46px,0,202px,null
San Antonio Spurs,Tony Parker,172px,+6,138px,null,189px,+11,117px,+8,179px,null,120px,0,82px,null
San Antonio Spurs,Tiago Splitter,192px,+6,116px,null,191px,+8,197px,+1,303px,null
San Antonio Spurs,Manu Ginobili,119px,null,129px,+11,1px,null,51px,-7,109px,null,89px,+6,499px,null
San Antonio Spurs,Marco Belinelli,173px,null,74px,+12,1px,null,160px,-5,211px,null,126px,-8,1px,null,101px,+3,148px,null
San Antonio Spurs,Patrick Mills,173px,null,74px,+12,1px,null,60px,-10,305px,null,131px,-8,1px,null,47px,0,126px,null,76px,+5
San Antonio Spurs,Jeff Ayres,173px,null,74px,+12,1px,null,51px,-7,188px,null,10px,+2,65px,null,182px,-2,1px,null,180px,+4,68px,null
San Antonio Spurs,Nando De Colo,798px,null,204px,+5
San Antonio Spurs,Cory Joseph,857px,null,145px,+2
San Antonio Spurs,Aron Baynes,933px,null,69px,+1
Philadelphia 76ers,James Anderson,172px,-6,159px,null,132px,-6,36px,null,117px,-8,238px,null,75px,-1,67px,null
Philadelphia 76ers,Michael Carter-Williams,172px,-6,111px,null,215px,-6,228px,-3,150px,null,51px,-3,70px,null
Philadelphia 76ers,Spencer Hawes,172px,-6,85px,null,206px,+4,36px,null,184px,-3,130px,null,115px,-4,68px,null
Philadelphia 76ers,Evan Turner,237px,-18,70px,null,155px,-3,36px,null,196px,-1,118px,null,115px,-4,69px,null
Philadelphia 76ers,Thaddeus Young,191px,-6,116px,null,155px,-3,36px,null,139px,-7,175px,null,115px,-4,69px,null
Philadelphia 76ers,Lavoy Allen,173px,null,74px,-12,1px,null,51px,+7,162px,null,35px,-5,143px,null,104px,+7,1px,null,65px,0,115px,null,68px,-1
Philadelphia 76ers,Darius Morris,173px,null,74px,-12,1px,null,79px,+10,134px,null,35px,-5,227px,null,20px,+3,1px,null,129px,-1,51px,null,68px,-1
Philadelphia 76ers,Tony Wroten,173px,null,74px,-12,1px,null,25px,+5,187px,null,35px,-5,116px,null,131px,+8,1px,null,101px,-3,79px,null,69px,-1
Philadelphia 76ers,Brandon Davies,190px,null,56px,-12,1px,null,8px,0,205px,null,35px,-5,184px,null,64px,+3,1px,null,65px,0,115px,null,68px,-1
Philadelphia 76ers,Hollis Thompson,236px,null,11px,0,1px,null,51px,+7,394px,null,52px,+1,1px,null,65px,0,115px,null,68px,-1
