Denver Nuggets,Wilson Chandler,228px,-6,102px,null,168px,+2,224px,0,25px,null,218px,-10,32px,null
Denver Nuggets,Kenneth Faried,67px,-9,160px,null,21px,-3,1px,null,59px,-1,190px,null,112px,-3,386px,null
Denver Nuggets,Evan Fournier,182px,-1,56px,null,10px,-1,1px,null,249px,+3,203px,+2,265px,null,30px,+1
Denver Nuggets,J.J. Hickson,228px,-6,76px,null,195px,+4,250px,+1,156px,null,93px,-3
Denver Nuggets,Ty Lawson,234px,-8,152px,null,110px,0,3px,null,250px,+1,249px,-9
Denver Nuggets,Timofey Mozgov,67px,null,181px,0,1px,null,47px,-1,318px,null,133px,+4,149px,-6,100px,null
Denver Nuggets,Nate Robinson,189px,null,59px,-8,1px,null,136px,+3,110px,null,3px,0,208px,null,41px,-1,248px,-9
Denver Nuggets,Quincy Miller,228px,null,21px,-3,1px,null,81px,+1,668px,null
Denver Nuggets,Anthony Randolph,313px,null,187px,+4,229px,null,21px,+1,249px,-9
Phoenix Suns,Goran Dragic,249px,+9,137px,null,113px,0,142px,+2,358px,null
Phoenix Suns,Channing Frye,173px,+1,157px,null,105px,-2,64px,null,249px,-1,53px,0,196px,null
Phoenix Suns,Gerald Green,132px,+2,198px,null,164px,-2,5px,null,155px,-1,344px,null
Phoenix Suns,Miles Plumlee,189px,+1,196px,null,110px,0,3px,null,203px,-2,297px,null
Phoenix Suns,P.J. Tucker,249px,+9,137px,null,113px,0,250px,-1,250px,null
Phoenix Suns,Leandro Barbosa,132px,null,116px,+7,1px,null,81px,-1,164px,null,4px,0,141px,null,107px,-3,249px,+9
Phoenix Suns,Markieff Morris,177px,null,71px,+8,1px,null,136px,-3,56px,null,57px,0,208px,null,41px,+1,248px,+9
Phoenix Suns,Alex Len,189px,null,60px,+8,1px,null,81px,-1,476px,null,191px,+9
Phoenix Suns,Ish Smith,250px,null,136px,-3,269px,null,94px,0,250px,+9
Phoenix Suns,Marcus Morris,250px,null,136px,-3,110px,null,3px,0,250px,null,249px,+9
