Los Angeles Clippers,Matt Barnes,249px,-1,104px,null,144px,+1,2px,null,133px,-5,230px,null,135px,+9
Los Angeles Clippers,Darren Collison,233px,0,120px,null,144px,+1,2px,null,225px,-5,78px,null,195px,+6
Los Angeles Clippers,Blake Griffin,249px,-1,94px,null,153px,+1,2px,null,249px,-6,28px,+2,84px,null,137px,+9
Los Angeles Clippers,DeAndre Jordan,130px,-10,183px,null,121px,+1,64px,null,225px,-5,56px,null,194px,+6,3px,null,2px,-2,16px,null
Los Angeles Clippers,J.J. Redick,82px,-4,417px,null,250px,-6,15px,+2,98px,null,136px,+9
Los Angeles Clippers,Jamal Crawford,82px,null,166px,+3,0px,null,246px,+7,142px,null,108px,-1,112px,-1,113px,null,3px,+3,5px,null,16px,-1
Los Angeles Clippers,Jared Dudley,137px,null,111px,+9,0px,null,103px,+6,88px,null,56px,+2,227px,null,24px,-1,54px,+2,194px,null
Los Angeles Clippers,Willie Green,238px,null,11px,-1,0px,null,103px,+6,371px,null,24px,-1,113px,-1,136px,null
Los Angeles Clippers,Ryan Hollins,250px,null,65px,+4,686px,null
Los Angeles Clippers,Hedo Turkoglu,250px,null,94px,+6,420px,null,99px,-3,136px,null
Toronto Raptors,DeMar DeRozan,188px,+4,62px,null,217px,-6,33px,null,40px,-6,458px,null
Toronto Raptors,Amir Johnson,187px,+4,150px,null,143px,-2,17px,null,61px,-3,300px,null,106px,-9,7px,null,4px,-3,19px,null
Toronto Raptors,Kyle Lowry,207px,+4,131px,null,158px,-3,2px,null,225px,+5,56px,null,218px,-6
Toronto Raptors,Terrence Ross,249px,+1,89px,null,158px,-3,2px,null,250px,+6,250px,-8
Toronto Raptors,Jonas Valanciunas,187px,+4,112px,null,56px,-4,65px,null,19px,-3,58px,null,225px,+5,56px,null,217px,-6
Toronto Raptors,Chuck Hayes,187px,null,61px,-3,0px,null,51px,-2,185px,null,10px,-1,143px,null,108px,+1,28px,-2,221px,null
Toronto Raptors,Patrick Patterson,187px,null,61px,-3,0px,null,85px,-4,21px,null,61px,0,31px,null,47px,+2,65px,null,69px,+8,366px,null
Toronto Raptors,John Salmons,187px,null,61px,-3,0px,null,85px,-4,134px,null,27px,-1,227px,null,24px,+1,199px,-7,50px,null
Toronto Raptors,Greivis Vasquez,207px,null,41px,-3,0px,null,85px,-4,203px,null,209px,+12,28px,-2,177px,null,45px,-1
Toronto Raptors,Steve Novak,724px,null,24px,+1,113px,+1,107px,null,7px,0,4px,null,18px,+3
