New York Knicks,Carmelo Anthony,206px,+2,44px,null,159px,0,4px,null,206px,+1,206px,-2,86px,0,87px,+6
New York Knicks,Tyson Chandler,122px,+1,184px,null,102px,-6,4px,null,99px,-2,184px,null,129px,-1,86px,0,75px,+5,11px,null
New York Knicks,Iman Shumpert,139px,-3,137px,null,84px,-4,46px,null,70px,-1,101px,null,32px,+5,145px,-3,53px,null,5px,0,37px,null,7px,0,15px,null,4px,0,6px,null,7px,0,6px,null,3px,-2,41px,null,13px,0,10px,null,1px,0,13px,null,7px,0
New York Knicks,J.R. Smith,206px,+2,44px,-1,73px,null,86px,-6,4px,null,173px,-4,90px,null,148px,0,86px,0,86px,+6
New York Knicks,Beno Udrih,168px,-2,100px,null,136px,-3,4px,null,98px,-2,163px,null,141px,0,10px,null,32px,+2,7px,null,15px,0,4px,null,6px,0,7px,null,6px,0,10px,null,34px,+1,14px,null,5px,+2,7px,null,11px,+4,6px,null
New York Knicks,Andrea Bargnani,121px,null,83px,+1,93px,+5,70px,null,36px,-1,104px,null,103px,+3,72px,-1,79px,null,47px,+1,10px,null,53px,+2,4px,null,6px,0,7px,null,6px,0,10px,null,34px,+1,14px,null,5px,+2,7px,null,13px,+3,6px,null
New York Knicks,Tim Hardaway,141px,null,65px,+5,117px,+5,161px,null,135px,+2,58px,-2,315px,null,6px,+1
New York Knicks,Toure' Murry,175px,null,32px,+4,59px,+2,250px,null,72px,-2,412px,null
New York Knicks,Metta World Peace,204px,null,73px,+4,303px,null,32px,+5,57px,-2,142px,null,5px,0,59px,null,4px,0,6px,null,7px,0,6px,null,3px,-2,42px,null,13px,0,10px,null,1px,0,13px,null,7px,0
Milwaukee Bucks,Giannis Antetokounmpo,89px,-1,151px,null,169px,+1,4px,null,173px,+4,123px,null,116px,+1,86px,0,80px,-6,5px,null
Milwaukee Bucks,John Henson,141px,+3,65px,null,203px,+1,4px,null,145px,+2,61px,null,206px,+2,86px,0,86px,-6
Milwaukee Bucks,Ersan Ilyasova,205px,-2,64px,null,138px,+3,4px,null,205px,-1,78px,null,118px,+1,4px,null,5px,0,76px,-2,6px,null,3px,+2,87px,-6
Milwaukee Bucks,Brandon Knight,160px,+5,46px,null,74px,-4,27px,null,70px,+2,35px,null,184px,+4,45px,null,182px,+2,86px,0,86px,-6
Milwaukee Bucks,Khris Middleton,141px,+3,19px,null,46px,-7,34px,0,83px,null,85px,+6,4px,null,206px,-1,206px,+2,86px,0,78px,-7,6px,null
Milwaukee Bucks,Nate Wolters,89px,null,117px,-1,74px,null,43px,-1,60px,null,25px,+4,188px,null,21px,-5,24px,0,348px,null,6px,0
Milwaukee Bucks,Luke Ridnour,141px,null,65px,-5,95px,-5,286px,null,33px,-5,90px,+1,282px,null,6px,+1
Milwaukee Bucks,Ekpe Udoh,141px,null,65px,-5,59px,-2,292px,null,61px,-3,79px,+1,118px,null,4px,0,82px,null,6px,0,88px,null
